nquest,ctit,nctit,ictit,unaban,banche,scoper,utscoper,mesiscoper,vmscoper,fscoper,carta,carte,usocart,bancomat,nbancoma,cartapre,ncartapre,spesecon,coldis,cartdeb,cartdeb1,fscoper1,DEPOSIT,NDEPOSIT
51467,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
51544,2,,,2,2,1,1,9,5000,7000,1,2,2,1,1,1,1,300,2,,,,1,2
51733,1,1,1,2,2,2,,,,,1,1,2,2,,2,,400,2,,,,1,3
51895,2,,,2,2,2,,,,,2,,,1,2,2,,400,2,,,,1,2
52400,2,,,1,1,2,,,,,2,,,2,,2,,700,2,,,,1,1
52478,2,,,1,1,2,,,,,2,,,1,1,2,,1800,2,,,,1,1
52700,2,,,1,1,1,2,,,,2,,,1,1,2,,900,2,,,,1,1
52718,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,2
52736,2,,,1,1,1,2,,,,2,,,1,1,2,,950,1,,,,1,1
53008,2,,,2,2,2,,,,,1,2,1,1,2,1,1,700,2,,,,1,2
53028,,,,1,1,,,,,,2,,,2,,2,,300,2,,,,1,1
53086,2,,,1,1,2,,,,,1,1,2,1,1,1,1,300,2,,,,1,1
53108,2,,,2,2,2,,,,,2,,,1,2,2,,800,1,,,,1,2
53109,2,,,1,1,2,,,,,2,,,1,1,2,,350,2,,,,1,1
53202,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
53234,2,,,1,1,2,,,,,2,,,2,,2,,1300,2,,,,1,1
53373,2,,,1,1,2,,,,,1,2,1,1,2,2,,1200,1,,,,1,1
53380,,,,,,,,,,,2,,,2,,2,,1300,2,,,,2,0
53520,2,,,2,2,2,,,,,2,,,1,2,2,,1000,2,,,,1,2
53549,1,1,2,2,2,2,,,,,1,1,1,1,2,1,1,1000,2,,,,1,3
53552,2,,,2,2,2,,,,,1,1,2,1,2,2,,400,2,,,,1,3
53564,2,,,2,2,2,,,,,1,2,2,1,2,2,,2500,1,,,,1,4
53596,2,,,1,1,1,2,,,,1,1,2,1,1,1,1,300,2,,,,1,1
53666,2,,,1,1,2,,,,,2,,,1,1,2,,300,2,,,,1,1
53741,2,,,1,1,2,,,,,2,,,2,,2,,900,2,,,,1,1
53871,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
53997,2,,,2,2,3,,,,,1,1,2,1,1,2,,200,2,,,,1,2
54143,1,1,2,1,1,2,,,,,1,1,2,1,1,2,,700,2,,,,1,2
54279,2,,,1,1,1,1,1,200,0,2,,,1,1,2,,500,1,,,,1,1
55094,2,,,2,2,2,,,,,2,,,1,2,2,,1200,2,,,,1,5
55147,2,,,1,1,2,,,,,2,,,1,1,2,,900,2,,,,1,1
55209,2,,,1,1,2,,,,,2,,,2,,2,,1100,2,,,,1,1
55308,2,,,1,1,2,,,,,2,,,1,1,2,,300,2,,,,1,1
55425,2,,,2,2,1,2,,,,1,1,2,1,1,1,1,300,1,,,,1,2
55430,2,,,1,1,1,2,,,,1,1,1,1,1,2,,300,1,,,,1,1
55636,2,,,1,1,2,,,,,2,,,1,2,1,1,1000,2,,,,1,2
55774,2,,,1,1,2,,,,,2,,,1,2,2,,1500,2,,,,1,2
55799,2,,,1,1,2,,,,,1,1,2,1,2,2,,600,1,,,,1,1
56251,,,,1,1,,,,,,2,,,1,2,2,,1500,2,,,,1,2
56465,2,,,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
56529,2,,,2,2,2,,,,,2,,,1,1,1,1,1000,2,,,,1,2
56563,2,,,1,1,2,,,,,2,,,2,,2,,1000,2,,,,1,3
56572,2,,,2,2,2,,,,,2,,,2,,2,,700,2,,,,1,2
56582,2,,,2,2,2,,,,,1,2,2,1,2,1,1,500,2,,,,1,1
56603,,,,,,,,,,,1,1,1,1,3,2,,100,1,,,,1,3
56624,2,,,1,1,1,1,1,100,100,2,,,1,1,1,1,1000,2,,,,1,1
56658,2,,,2,2,1,2,,,,1,2,1,1,1,2,,600,2,,,,1,2
56677,2,,,2,2,2,,,,,2,,,1,1,2,,1500,2,,,,1,2
56721,2,,,1,1,2,,,,,2,,,1,1,2,,300,2,,,,1,2
56761,2,,,2,3,1,1,2,1000,0,1,2,2,1,2,2,,2000,1,,,,1,4
56762,2,,,2,3,2,,,,,2,,,2,,2,,1000,2,,,,1,3
57027,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
57042,2,,,1,1,2,,,,,2,,,2,,2,,785,2,,,,1,1
57043,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
57086,2,,,2,2,1,2,,,,2,,,1,1,1,1,1000,1,,,,1,3
57138,2,,,2,3,1,1,5,5000,5000,1,2,2,1,2,2,,500,1,,,,1,3
57546,2,,,2,2,2,,,,,1,2,2,1,2,1,1,700,2,,,,1,2
57547,2,,,2,2,2,,,,,1,1,2,1,2,2,,1000,2,,,,1,2
57609,2,,,2,2,3,,,,,2,,,1,1,2,,2000,2,,,,1,2
57621,2,,,2,2,1,2,,,,1,1,1,1,1,2,,1400,2,,,,1,2
57670,2,,,1,1,1,2,,,,1,2,1,1,2,2,,1200,1,,,,1,1
57779,2,,,1,1,2,,,,,2,,,2,,2,,1500,2,,,,1,1
57911,2,,,2,3,1,2,,,,1,2,2,1,3,2,,300,1,,,,1,3
57962,1,1,1,2,2,1,2,,,,1,2,2,1,3,1,1,1200,1,,,,1,4
58053,1,1,1,2,2,1,1,1,200,0,1,1,2,1,2,1,1,800,1,,,,1,2
58366,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
60078,2,,,1,1,2,,,,,2,,,2,,2,,780,2,,,,1,1
91067,2,,,1,1,2,,,,,1,1,1,1,1,2,,1200,2,,,,1,1
91071,1,1,2,2,2,2,,,,,1,1,2,1,2,2,,500,1,,,,1,3
91074,2,,,1,1,1,2,,,,1,1,2,1,1,1,1,300,1,,,,1,2
91079,2,,,2,2,3,,,,,1,1,1,1,2,1,1,1200,1,,,,1,2
91081,2,,,1,1,2,,,,,1,1,2,1,1,2,,1000,2,,,,1,1
91095,1,1,1,1,1,1,2,,,,1,2,1,1,2,2,,400,1,,,,1,2
104002,2,,,1,1,2,,,,,2,,,1,1,2,,1400,2,,,,1,1
111052,2,,,2,2,1,2,,,,2,,,1,1,1,1,1300,1,,,,1,2
138399,1,1,1,2,2,1,2,,,,2,,,2,,2,,800,2,,,,1,2
145007,2,,,2,2,1,1,12,2000,2000,1,2,1,1,2,2,,300,1,,,,1,2
176061,2,,,2,2,2,,,,,2,,,1,2,2,,200,2,,,,1,2
178001,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
193016,2,,,1,1,2,,,,,2,,,2,,2,,600,2,,,,1,1
213440,2,,,1,1,2,,,,,2,,,1,1,2,,500,1,,,,1,1
224048,,,,,,,,,,,2,,,2,,2,,850,2,,,,2,0
230029,1,1,2,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
230037,2,,,2,2,1,1,12,2500,2500,2,,,1,1,2,,2000,2,,,,1,2
230039,2,,,2,2,1,2,,,,2,,,1,2,1,1,700,2,,,,1,4
230048,2,,,1,1,3,,,,,2,,,1,1,2,,250,2,,,,1,1
237003,2,,,2,2,2,,,,,2,,,1,2,2,,1000,2,,,,1,2
238055,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
243067,2,,,1,1,1,2,,,,2,,,1,2,2,,1200,2,,,,1,2
244013,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
244058,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
250005,,,,,,,,,,,2,,,2,,2,,1100,2,,,,2,0
250010,,,,,,,,,,,2,,,2,,2,,600,2,,,,2,0
250039,2,,,1,1,2,,,,,2,,,2,,2,,700,2,,,,1,1
250056,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
256015,2,,,1,1,2,,,,,2,,,1,2,1,1,1100,2,,,,1,1
279054,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
282083,,,,1,1,,,,,,2,,,2,,2,,600,2,,,,1,1
282089,2,,,1,1,2,,,,,2,,,2,,2,,759,2,,,,1,1
284086,2,,,1,1,2,,,,,2,,,1,1,2,,1100,2,,,,1,1
294039,2,,,1,1,2,,,,,2,,,1,2,2,,400,2,,,,1,1
310002,,,,1,1,,,,,,2,,,2,,2,,800,2,,,,1,1
310005,2,,,2,2,1,2,,,,2,,,1,2,2,,1000,1,,,,1,2
321009,2,,,1,1,2,,,,,2,,,2,,2,,1000,2,,,,1,1
330057,2,,,1,1,2,,,,,2,,,2,,2,,500,2,,,,1,1
332080,2,,,1,1,2,,,,,2,,,2,,2,,900,2,,,,1,1
333081,1,1,2,1,1,2,,,,,1,1,3,1,1,2,,500,1,360,,,1,1
350068,2,,,1,1,1,1,1,600,,1,1,2,1,1,2,,150,1,,,1,1,1
355063,1,1,1,1,1,2,,,,,2,,,2,,2,,300,2,,,,1,1
365034,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
387029,2,,,1,1,2,,,,,1,2,2,1,1,2,,800,1,,,,1,1
389045,,,,1,1,,,,,,2,,,1,1,2,,1100,2,,,,1,1
389084,2,,,1,1,2,,,,,2,,,1,1,2,,1100,2,,,,1,1
500001,2,,,1,1,2,,,,,2,,,1,2,2,,500,2,,,,1,1
500004,,,,,,,,,,,2,,,2,,1,4,1500,2,,,,2,0
500026,1,1,2,1,1,1,2,,,,2,,,1,2,2,,800,1,,,,1,1
500090,2,,,1,1,2,,,,,2,,,2,,2,,1000,2,,,,1,2
500176,,,,1,1,,,,,,2,,,1,1,2,,800,2,,,,1,1
500388,2,,,1,1,2,,,,,1,1,1,1,1,2,,250,1,,,,1,1
500573,1,1,1,1,1,2,,,,,1,1,2,1,2,2,,1500,2,,,,1,2
500575,2,,,1,1,1,2,,,,2,,,1,1,2,,1200,2,,,,1,1
500586,2,,,1,1,2,,,,,2,,,1,1,2,,1900,2,,,,1,1
500620,2,,,1,1,2,,,,,2,,,1,1,2,,300,2,,,,1,1
500669,2,,,1,1,1,2,,,,1,1,2,1,1,2,,1300,2,,,,1,1
500674,2,,,1,1,2,,,,,2,,,1,1,2,,400,2,,,,1,1
500726,2,,,1,1,2,,,,,1,1,2,1,1,2,,600,1,,,,1,1
501068,2,,,1,1,2,,,,,2,,,1,2,2,,500,2,,,,1,1
501082,1,1,2,1,1,2,,,,,1,1,2,1,2,2,,1000,2,,,,1,1
501569,2,,,1,1,2,,,,,2,,,1,1,2,,1500,2,,,,1,1
501627,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
501664,2,,,1,1,1,2,,,,1,1,2,1,1,2,,200,2,,,,1,1
501694,2,,,1,1,2,,,,,2,,,1,1,2,,1200,2,,,,1,1
501816,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
501874,2,,,2,2,2,,,,,2,,,1,2,2,,800,2,,,,1,2
502060,2,,,1,1,2,,,,,1,1,2,2,,2,,500,2,,,,1,1
502157,2,,,1,1,2,,,,,2,,,2,,2,,1500,2,,,,1,1
502355,1,1,2,1,1,2,,,,,2,,,1,2,1,1,300,1,,,,1,2
502364,2,,,1,1,2,,,,,2,,,2,,2,,1000,2,,,,1,1
502366,2,,,1,1,2,,,,,2,,,1,1,2,,400,2,,,,1,1
502772,2,,,1,1,1,2,,,,2,,,2,,2,,2000,2,,,,1,1
503308,2,,,2,2,2,,,,,1,2,2,1,2,2,,1300,1,,,,1,2
503431,1,1,1,1,1,2,,,,,2,,,1,1,2,,300,2,,,,1,2
503560,2,,,1,1,2,,,,,1,1,1,1,1,2,,200,2,,,,1,1
503561,2,,,2,2,2,,,,,1,1,2,1,1,2,,250,1,,,,1,2
503593,2,,,1,1,2,,,,,2,,,1,1,1,1,500,2,,,,1,1
503674,2,,,1,1,2,,,,,1,3,2,1,3,1,1,1000,2,,,,1,3
503788,1,1,2,2,2,2,,,,,2,,,1,2,2,,500,2,,,,1,1
503804,1,1,1,1,1,2,,,,,2,,,2,,2,,1000,2,,,,1,2
503850,2,,,2,4,1,2,,,,1,2,2,1,3,2,,400,1,,,,1,4
503931,1,2,2,2,2,1,2,,,,2,,,1,2,1,1,1000,1,,,,1,2
503950,2,,,1,1,2,,,,,2,,,1,3,1,2,1000,1,,,,1,2
503981,2,,,2,2,2,,,,,2,,,1,1,2,,1500,2,,,,1,2
504091,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
504110,2,,,2,5,1,2,,,,1,1,2,1,1,2,,400,1,,,,1,5
504129,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
504157,2,,,1,1,2,,,,,2,,,1,1,2,,1200,2,,,,1,1
504359,2,,,1,1,1,1,2,300,,2,,,1,1,2,,500,2,,,1,1,1
504363,2,,,1,1,2,,,,,2,,,1,1,1,1,200,1,,,,1,1
504380,2,,,1,1,2,,,,,2,,,2,,2,,700,2,,,,1,2
504395,2,,,2,2,2,,,,,2,,,1,2,1,1,400,1,,,,1,3
504453,1,1,2,2,2,2,,,,,1,1,2,1,2,2,,1000,1,,,,1,2
504483,2,,,1,1,2,,,,,2,,,1,3,2,,750,2,,,,1,2
504551,2,,,1,1,2,,,,,2,,,2,,2,,700,2,,,,1,1
504584,2,,,1,1,2,,,,,2,,,1,1,2,,300,2,,,,1,1
504730,2,,,2,3,1,2,,,,2,,,2,,2,,1200,2,,,,1,2
504792,2,,,1,1,1,2,,,,1,1,2,1,1,2,,1250,2,,,,1,1
504821,1,1,1,2,2,1,1,1,500,0,1,2,2,1,2,1,1,600,1,,,,1,3
504885,2,,,1,1,2,,,,,2,,,2,,2,,500,2,,,,1,1
504889,2,,,1,1,1,2,,,,1,2,2,1,2,2,,700,1,,,,1,1
504921,2,,,1,1,2,,,,,2,,,1,2,1,1,800,2,,,,1,1
504937,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
504956,2,,,1,1,1,2,,,,2,,,1,2,2,,150,1,,,,1,1
505022,2,,,1,1,2,,,,,2,,,1,1,2,,300,2,,,,1,1
505167,1,1,2,1,1,2,,,,,2,,,1,1,2,,350,2,,,,1,2
505228,2,,,2,2,2,,,,,1,3,2,1,2,2,,2000,1,,,,1,2
505243,2,,,1,1,1,2,,,,1,2,2,1,3,1,1,600,1,,,,1,3
505390,1,1,1,2,2,1,2,,,,1,2,2,1,3,2,,500,1,,,,1,2
505407,1,1,1,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,2
505424,1,2,2,1,1,1,2,,,,1,3,2,1,2,1,2,300,1,,,,1,2
505433,2,,,2,2,1,2,,,,1,1,2,1,2,2,,400,1,,,,1,2
505517,2,,,2,2,2,,,,,2,,,1,1,1,1,700,2,,,,1,3
505525,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
505534,2,,,2,2,2,,,,,2,,,1,2,2,,500,2,,,,1,3
505540,2,,,1,1,2,,,,,2,,,2,,2,,600,2,,,,1,1
505548,2,,,1,1,2,,,,,2,,,1,2,2,,1000,2,,,,1,2
505566,2,,,1,1,1,1,6,500,500,2,,,1,1,2,,300,2,,,,1,1
505576,2,,,2,2,2,,,,,2,,,1,1,2,,800,2,,,,1,2
505594,2,,,1,1,1,2,,,,1,1,1,1,1,2,,500,2,,,,1,1
505606,2,,,1,1,2,,,,,1,1,2,1,2,2,,500,1,,,,1,1
505655,1,1,1,2,2,2,,,,,1,2,2,1,1,1,1,700,1,,,,1,2
505672,1,1,2,2,3,2,,,,,2,,,1,2,1,1,1500,1,,,,1,2
505681,2,,,1,1,3,,,,,2,,,1,1,2,,500,2,,,,1,1
505768,2,,,2,2,1,2,,,,1,1,1,1,4,1,1,1500,1,,,,1,3
505771,1,3,2,2,3,2,,,,,1,4,2,1,1,2,,1800,2,,,,1,3
505806,2,,,1,1,1,2,,,,2,,,1,1,2,,600,2,,,,1,1
505810,2,,,1,1,1,1,8,10000,10000,1,4,2,1,4,1,2,4000,1,,,,1,3
505818,1,1,2,1,1,2,,,,,1,3,2,1,4,1,1,1000,1,,,,1,3
505820,2,,,1,1,2,,,,,1,1,2,1,2,2,,600,2,,,,1,1
505839,1,1,2,2,2,1,2,,,,2,,,1,2,1,2,600,1,,,,1,3
505881,2,,,2,3,2,,,,,1,3,1,1,3,1,1,400,2,,,,1,4
506025,2,,,1,1,1,2,,,,2,,,1,1,2,,1000,1,,,,1,1
506100,2,,,1,1,2,,,,,2,,,2,,2,,350,2,,,,1,1
506107,2,,,2,2,1,1,12,500,500,1,1,2,1,2,2,,500,2,,,,1,3
506112,2,,,2,2,2,,,,,2,,,2,,2,,1500,2,,,,1,2
506152,2,,,1,1,2,,,,,1,1,2,1,1,2,,500,2,,,,1,2
506153,2,,,1,1,2,,,,,2,,,1,1,2,,1800,2,,,,1,2
506195,2,,,1,1,2,,,,,2,,,2,,2,,400,2,,,,1,1
506374,2,,,1,1,2,,,,,2,,,1,1,2,,450,2,,,,1,1
506385,2,,,2,3,2,,,,,2,,,1,1,2,,1000,2,,,,1,3
506396,2,,,2,2,2,,,,,2,,,1,1,1,1,800,1,,,,1,2
506402,2,,,2,2,2,,,,,2,,,1,1,2,,700,2,,,,1,2
506410,2,,,2,2,1,2,,,,1,1,2,1,2,2,,300,2,,,,1,2
506413,2,,,2,3,1,2,,,,1,1,2,1,2,2,,2000,1,,,,1,3
506418,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
506446,2,,,1,1,2,,,,,2,,,1,2,1,1,500,2,,,,1,1
506458,2,,,2,2,1,2,,,,1,1,2,1,3,1,2,500,1,,,,1,4
506492,1,1,1,1,1,2,,,,,1,1,2,1,3,2,,200,1,,,,1,3
506565,2,,,2,2,2,,,,,1,1,2,1,2,2,,300,1,,,,1,2
506613,2,,,1,1,2,,,,,2,,,2,,2,,900,2,,,,1,1
506628,2,,,2,2,2,,,,,1,1,1,1,2,2,,1800,2,,,,1,5
506736,2,,,2,2,2,,,,,1,1,2,1,1,2,,1500,2,,,,1,2
506738,2,,,1,1,1,2,,,,2,,,1,1,1,1,1300,1,,,,1,1
506758,2,,,1,1,1,2,,,,1,1,2,1,1,2,,800,2,,,,1,1
506767,1,1,2,1,1,1,2,,,,1,2,2,1,2,2,,30,1,,,,1,1
506798,2,,,1,1,2,,,,,2,,,1,2,2,,1700,2,,,,1,1
506799,1,1,2,2,2,2,,,,,1,1,2,1,2,2,,400,1,,,,1,3
507037,2,,,2,2,2,,,,,2,,,1,3,1,1,1800,2,,,,1,3
507081,2,,,1,1,1,1,7,2500,,1,1,1,1,3,1,1,1000,1,,,1,1,3
507147,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
507157,2,,,1,1,2,,,,,2,,,2,,2,,500,2,,,,1,1
507182,2,,,2,2,2,,,,,2,,,1,2,1,1,1500,2,,,,1,3
507185,2,,,2,3,1,2,,,,1,1,1,1,4,1,1,300,1,,,,1,4
507190,2,,,2,2,1,2,,,,1,1,2,1,2,2,,1000,2,,,,1,3
507282,2,,,1,1,3,,,,,2,,,1,2,1,1,500,1,,,,1,1
507303,2,,,1,1,2,,,,,2,,,1,1,2,,500,2,,,,1,1
507316,2,,,1,1,3,,,,,2,,,1,1,2,,1000,2,,,,1,2
507319,2,,,1,1,2,,,,,2,,,2,,2,,800,2,,,,1,2
507322,2,,,1,1,2,,,,,1,1,2,1,1,1,1,1000,2,,,,1,1
507329,2,,,1,1,2,,,,,1,2,2,2,,2,,500,2,,,,1,2
507336,2,,,1,1,2,,,,,2,,,1,1,1,2,1000,2,,,,1,3
507359,1,1,2,1,1,2,,,,,1,2,2,1,2,1,1,1500,1,,,,1,3
507360,2,,,2,2,1,1,12,20000,20000,1,2,2,1,2,2,,500,1,,,,1,2
507419,1,1,1,1,1,1,2,,,,2,,,2,,2,,600,2,,,,1,2
507426,2,,,1,1,2,,,,,2,,,2,,2,,1300,2,,,,1,1
507444,2,,,2,2,2,,,,,2,,,1,1,2,,500,2,,,,1,2
507509,2,,,2,2,2,,,,,2,,,1,1,2,,690,2,,,,1,2
507541,2,,,2,2,2,,,,,1,2,2,1,2,2,,2000,1,,,,1,2
507542,2,,,1,1,1,2,,,,1,1,2,1,1,2,,1000,1,,,,1,2
507544,2,,,2,3,1,1,8,5000,0,1,2,2,1,4,2,,1000,1,,,,1,4
507547,2,,,1,1,2,,,,,2,,,1,1,2,,400,2,,,,1,1
507552,2,,,1,1,2,,,,,1,1,2,1,1,1,1,1000,2,,,,1,2
507557,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
507573,2,,,1,1,1,2,,,,1,2,2,1,2,2,,600,1,,,,1,2
507638,2,,,1,1,2,,,,,2,,,2,,2,,1100,2,,,,1,1
507640,2,,,2,2,1,2,,,,2,,,1,1,2,,1400,2,,,,1,3
507644,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,2
507656,2,,,1,1,2,,,,,2,,,2,,2,,800,2,,,,1,1
507728,2,,,1,1,2,,,,,2,,,2,,2,,1500,2,,,,1,2
507823,2,,,1,1,2,,,,,1,1,2,1,1,1,1,400,1,,,,1,1
507863,2,,,1,1,2,,,,,2,,,2,,2,,600,2,,,,1,1
507905,2,,,1,1,2,,,,,2,,,1,1,2,,1700,2,,,,1,1
507908,2,,,1,1,2,,,,,2,,,1,1,2,,2000,2,,,,1,1
507913,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
507924,,,,1,1,,,,,,2,,,2,,2,,900,2,,,,1,1
508305,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
508861,1,1,2,2,2,2,,,,,1,3,2,1,2,1,2,600,1,,,,1,2
509054,,,,1,1,,,,,,2,,,2,,2,,800,2,,,,1,1
509057,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
509064,2,,,2,2,2,,,,,2,,,1,1,2,,700,2,,,,1,2
509068,2,,,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
509071,2,,,1,1,2,,,,,2,,,2,,2,,1400,2,,,,1,1
509074,2,,,1,1,1,1,12,700,0,2,,,1,1,1,1,800,1,,,,1,1
509076,2,,,1,1,2,,,,,1,1,1,1,1,2,,700,2,,,,1,1
509123,,,,1,1,,,,,,2,,,2,,2,,650,2,,,,1,1
509366,2,,,1,1,2,,,,,2,,,1,2,2,,1800,2,,,,1,1
509512,2,,,1,1,2,,,,,1,1,1,1,1,2,,900,2,,,,1,1
509550,2,,,1,1,2,,,,,2,,,2,,2,,1500,2,,,,1,1
509601,,,,,,,,,,,2,,,2,,2,,1500,2,,,,2,0
509689,2,,,1,1,2,,,,,2,,,1,1,1,1,700,2,,,,1,1
509717,,,,,,,,,,,2,,,2,,2,,700,2,,,,2,0
509806,2,,,1,1,2,,,,,2,,,1,1,2,,900,2,,,,1,1
509869,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,2
509889,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
510071,2,,,2,2,1,2,,,,1,2,2,1,3,2,,600,1,,,,1,4
510109,,,,1,1,,,,,,2,,,1,1,2,,600,2,,,,1,1
510181,,,,1,1,,,,,,2,,,2,,2,,500,2,,,,1,1
510220,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
510239,2,,,2,2,2,,,,,2,,,1,2,2,,1000,1,,,,1,2
510244,2,,,1,1,2,,,,,2,,,2,,1,2,1500,2,,,,1,1
510245,2,,,1,1,2,,,,,2,,,1,1,2,,1700,2,,,,1,1
510329,,,,,,,,,,,2,,,2,,2,,760,2,,,,2,0
510345,2,,,1,1,1,2,,,,1,1,2,1,1,2,,1600,1,,,,1,1
510374,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
510432,,,,1,1,,,,,,2,,,2,,2,,1400,2,,,,1,1
510433,1,1,2,1,1,1,2,,,,1,1,2,1,3,2,,200,1,,,,1,1
510439,2,,,1,1,1,2,,,,2,,,1,2,1,1,1000,2,,,,1,2
510515,,,,1,1,,,,,,2,,,2,,2,,700,2,,,,1,1
510634,2,,,2,2,2,,,,,2,,,1,1,2,,1000,2,,,,1,2
510984,2,,,1,1,2,,,,,2,,,1,1,2,,1300,2,,,,1,1
511059,2,,,1,1,3,,,,,2,,,2,,2,,600,2,,,,1,1
511074,2,,,1,1,4,,,,,2,,,1,1,2,,1000,2,,,,1,1
511098,2,,,1,1,4,,,,,2,,,2,,2,,700,2,,,,1,1
511103,2,,,1,1,3,,,,,2,,,2,,2,,300,2,,,,1,1
511116,2,,,1,1,2,,,,,1,1,2,1,1,2,,1000,2,,,,1,3
511130,,,,1,1,,,,,,2,,,2,,2,,900,2,,,,1,1
511136,,,,1,1,,,,,,2,,,2,,2,,800,2,,,,1,1
511147,2,,,1,1,1,2,,,,2,,,1,2,2,,600,2,,,,1,1
511160,2,,,1,1,2,,,,,2,,,1,1,2,,1500,2,,,,1,1
511260,2,,,1,1,1,2,,,,2,,,1,1,2,,1200,2,,,,1,1
511307,2,,,2,2,1,2,,,,2,,,1,2,2,,1500,2,,,,1,3
511315,2,,,1,1,2,,,,,2,,,1,1,2,,1400,2,,,,1,1
511342,2,,,1,1,1,2,,,,2,,,2,,2,,500,2,,,,1,1
511352,2,,,1,1,1,2,,,,2,,,1,2,2,,1300,2,,,,1,2
511354,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
511355,2,,,1,1,2,,,,,2,,,2,,2,,500,2,,,,1,1
511365,2,,,1,1,1,1,5,1500,1200,2,,,1,1,2,,800,2,,,,1,1
511367,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,2
511416,,,,,,,,,,,2,,,1,1,2,,600,2,,,,2,0
511419,2,,,1,1,3,,,,,2,,,1,1,2,,1000,2,,,,1,1
511424,2,,,1,1,2,,,,,2,,,1,1,2,,250,2,,,,1,1
511431,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
511435,,,,1,1,,,,,,2,,,2,,2,,800,2,,,,1,1
511438,,,,,,,,,,,2,,,2,,2,,490,2,,,,2,0
511443,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
511451,2,,,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
511474,2,,,1,1,2,,,,,2,,,1,1,2,,1200,2,,,,1,1
511489,2,,,1,1,2,,,,,2,,,1,2,2,,1500,2,,,,1,2
511491,,,,,,,,,,,2,,,2,,2,,950,2,,,,2,0
511494,2,,,1,1,2,,,,,2,,,1,1,2,,400,2,,,,1,1
511495,2,,,1,1,2,,,,,2,,,1,1,2,,700,2,,,,1,1
511500,2,,,1,1,2,,,,,2,,,1,1,2,,1000,2,,,,1,1
511501,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
511519,2,,,1,1,3,,,,,2,,,2,,2,,150,2,,,,1,1
511525,,,,1,1,,,,,,2,,,2,,2,,780,2,,,,1,1
511616,2,,,1,1,3,,,,,2,,,2,,2,,600,2,,,,1,1
511629,2,,,1,1,2,,,,,2,,,2,,2,,1200,2,,,,1,1
511757,2,,,1,1,3,,,,,2,,,1,1,2,,650,2,,,,1,1
512211,,,,,,,,,,,2,,,2,,2,,460,2,,,,2,0
512368,2,,,1,1,2,,,,,2,,,1,1,2,,800,2,,,,1,1
512372,,,,1,1,,,,,,2,,,2,,2,,600,2,,,,1,1
512406,2,,,1,1,2,,,,,1,1,1,1,2,1,1,700,2,,,,1,2
512417,2,,,1,1,2,,,,,2,,,1,1,2,,600,2,,,,1,1
512420,2,,,1,1,2,,,,,1,1,1,1,2,1,1,1000,2,,,,1,1
