nquest,quest,nquestp,ncomp,vitgen,ngen,figli,nfigli,parnoit,anconv,stupcf,citpcf,stumcf,citmcf,stupco,citpco,stumco,citmco,contint,CAPI
32320,3,,4,1,3,2,,,1988,3,1,1,1,4,1,4,1,2,1
32470,3,,2,2,,1,1,,,2,1,2,1,,,,,1,1
32471,3,,1,2,,1,4,,,2,1,2,1,,,,,2,1
32524,3,,2,2,,2,,,1976,4,1,4,1,4,1,4,1,2,1
32556,3,,1,2,,1,1,,,2,1,2,1,,,,,2,1
32668,3,,3,2,,1,1,,1972,2,1,2,1,2,1,2,1,1,1
32703,3,,2,2,,1,1,,1972,3,1,2,1,2,1,2,1,3,1
32709,3,,4,2,,2,,,1968,2,1,2,1,2,1,2,1,2,1
32729,3,,2,2,,1,2,,1977,1,1,1,1,1,1,1,1,1,1
32733,3,,2,2,,1,3,,57,1,1,1,1,1,1,1,1,2,1
32734,3,,1,2,,1,2,2,,2,1,2,1,,,,,2,1
32742,3,,2,2,,1,1,,1969,1,1,2,1,1,1,1,1,1,1
32751,3,,1,2,,1,1,,,1,1,1,1,,,,,1,1
32765,3,,2,1,2,2,,,1988,3,1,2,1,2,1,2,1,1,1
32772,3,,2,2,,1,2,,1973,2,1,3,1,1,1,1,1,2,1
32810,3,,1,2,,1,2,,,1,1,1,1,,,,,1,1
32822,3,,3,2,,1,3,,1960,2,1,2,1,3,1,5,1,5,1
32839,3,,2,2,,1,2,,1969,2,1,2,1,2,1,2,1,1,1
32861,3,,3,2,,1,2,,1974,2,1,2,1,2,1,2,1,2,1
32887,3,,3,1,3,1,1,,1987,3,1,2,1,2,1,2,1,2,1
32987,3,,2,2,,2,,,1962,1,1,1,1,1,1,1,1,2,1
33036,3,,3,2,,1,1,,1959,1,1,1,1,1,1,1,1,1,1
33038,3,,3,1,3,1,2,,1984,2,1,2,1,2,1,3,1,2,1
33275,3,,2,2,,1,3,,1971,2,1,2,1,4,1,4,1,2,1
33303,3,,2,2,,1,2,,1967,4,1,4,1,2,1,2,1,2,1
33335,3,,4,1,3,2,,,1982,2,1,2,1,2,1,1,1,2,1
33336,3,,2,2,,2,,2,,2,1,2,,,,,,3,1
33348,3,,2,2,,1,2,,1966,1,1,1,1,7,1,1,1,1,1
33451,3,,3,2,,2,,2,,4,1,4,1,,,,,1,1
33455,3,,1,2,,1,1,2,,2,1,2,1,,,,,2,1
33479,3,,2,2,,2,,2,,3,1,3,1,,,,,1,1
33644,3,,2,2,,1,1,2,,1,1,2,1,,,,,1,1
33751,3,,2,1,1,1,3,,1976,2,1,3,1,7,1,7,1,2,1
33761,3,,2,2,,1,3,,1971,2,1,1,1,7,1,7,1,2,1
33773,3,,4,1,1,1,2,,,2,1,2,1,,,,,2,1
33823,3,,1,2,,1,2,,,1,1,1,1,,,,,1,1
33839,3,,1,2,,1,2,,,2,1,2,1,,,,,1,1
33877,3,,2,1,3,2,,,1988,2,1,2,1,2,1,2,1,1,1
33882,3,,2,1,1,1,1,,1980,2,1,2,1,2,1,2,1,1,1
33937,3,,3,2,,1,1,,1971,1,1,1,1,1,1,1,1,2,1
33983,3,,3,1,3,2,,,1991,4,1,3,1,4,1,3,1,2,1
33985,3,,4,1,1,1,1,,1979,3,1,3,1,3,1,3,1,2,1
33994,3,,3,2,,1,1,,1973,2,1,2,1,2,1,2,1,1,1
34059,3,,1,1,1,1,2,,,2,1,2,1,,,,,2,1
34252,3,,1,2,,2,,2,,3,1,3,1,,,,,1,1
34396,3,,2,2,,2,,,,4,1,2,1,,,,,1,1
34732,3,,2,2,,2,,,1968,1,1,1,1,2,1,2,1,1,1
34778,3,,2,2,,1,1,,,2,1,2,1,,,,,1,1
34793,3,,3,2,,1,1,,,1,1,1,1,,,,,2,1
34825,3,,3,1,1,1,1,,1976,7,1,1,1,2,1,2,1,2,1
34900,3,,4,1,1,2,,,1993,2,1,2,1,2,1,2,1,1,1
35005,3,,2,2,,2,,,,7,1,1,1,,,,,2,1
35022,3,,4,1,1,2,,,1990,3,1,3,1,2,1,2,1,4,1
35032,3,,4,1,1,2,,,1986,3,1,2,1,2,1,2,1,2,1
35234,3,,2,2,,2,,,2005,2,1,2,1,2,2,2,2,3,1
35319,3,,1,2,,1,3,,,7,1,7,1,,,,,1,1
35322,3,,2,2,,1,3,,1958,1,1,1,1,1,1,1,1,1,1
35323,3,,2,2,,1,2,,1959,1,1,1,1,1,1,1,1,2,1
35326,3,,2,2,,2,,2,,1,1,1,1,,,,,1,1
35340,3,,1,2,,1,5,,,1,1,1,1,,,,,1,1
35349,3,,2,2,,1,2,,1947,1,1,1,1,1,1,1,1,1,1
35355,3,,1,2,,1,1,,,1,1,1,1,,,,,1,1
35370,3,,1,2,,1,2,2,,1,1,1,1,,,,,1,1
35372,3,,3,1,3,2,,,1975,2,1,2,1,2,1,1,1,1,1
35374,3,,5,1,2,2,,,1980,1,1,1,1,1,1,2,1,1,1
35379,3,,2,2,,1,2,,1976,2,1,2,1,2,1,2,1,2,1
35502,3,,2,2,,2,,,1976,2,1,2,1,2,1,2,1,2,1
35507,3,,3,,,2,,2,,3,,3,,,,,,1,1
35508,3,,6,1,1,2,,,,2,1,2,1,,,,,3,1
35518,3,,1,2,,1,3,,,4,1,2,1,,,,,2,1
35600,3,,2,2,,1,2,,1954,1,1,1,1,1,1,1,1,1,1
35640,3,,2,2,,2,,,1972,2,1,2,1,2,1,2,1,4,1
35682,3,,2,2,,1,3,,1976,2,1,2,1,2,1,3,1,1,1
35788,3,,3,2,,1,2,,1977,2,1,2,1,2,1,2,1,2,1
35968,3,,1,2,,1,2,,,3,1,2,1,,,,,1,1
36067,3,,3,2,,1,1,,1976,1,1,1,1,1,3,7,1,1,1
36130,3,,3,1,2,2,,,1986,2,1,2,1,2,1,2,1,1,1
36148,3,,1,2,,1,7,,,2,1,2,1,,,,,1,1
36164,3,,2,2,,1,2,,1985,2,1,2,1,2,1,1,1,1,1
36186,3,,3,2,,1,1,,,2,1,1,1,,,,,1,1
36250,3,,3,2,,2,,,,2,1,2,1,,,,,1,1
36311,3,,4,1,4,2,,,1992,2,1,2,1,2,1,2,1,2,1
36321,3,,3,2,,1,1,,1981,1,1,1,1,2,1,2,1,2,1
36333,3,,4,2,,2,,,1986,1,1,2,1,1,1,1,1,1,1
36378,3,,2,2,,1,1,,1971,2,1,2,1,2,1,2,1,1,1
36403,3,,2,2,,1,5,,1960,2,1,2,1,2,1,2,1,2,1
36409,3,,3,1,2,1,2,,1981,2,1,2,1,2,1,2,1,2,1
36443,3,,2,1,2,2,,,1990,2,1,2,1,2,1,2,1,3,1
36450,3,,3,2,,2,,,1976,2,1,2,1,2,1,2,1,2,1
36522,3,,4,1,2,2,,,1987,4,1,2,1,4,1,4,1,2,1
36524,3,,3,,,2,,2,,4,,3,,,,,,2,1
36697,3,,1,1,1,1,1,,,1,1,1,1,,,,,1,1
36774,3,,4,1,2,1,2,2,,2,1,2,1,,,,,2,1
36893,3,,3,1,1,1,1,,1980,1,1,1,1,2,1,2,1,1,1
37001,3,,4,1,1,1,1,,1974,2,1,2,1,2,1,2,1,2,1
37011,3,,2,2,,1,2,,1973,2,1,1,1,2,1,2,1,1,1
37042,3,,2,2,,1,1,,1982,2,1,2,1,2,1,2,1,3,1
37299,3,,4,2,,2,,,1987,2,1,2,1,2,1,2,1,1,1
37459,3,,3,1,2,2,,,1990,3,1,2,1,2,1,2,1,1,1
37521,3,,1,1,1,2,,2,,2,1,2,1,,,,,1,1
37665,3,,3,1,1,2,,,1988,4,1,1,,2,1,2,1,1,1
37677,3,,2,2,,1,2,,1972,2,1,1,1,2,1,1,1,2,1
37721,3,,2,2,,1,3,,1956,2,1,1,1,2,1,2,1,2,1
37810,3,,1,2,,2,,2,,2,1,2,1,,,,,2,1
38014,3,,3,1,1,1,2,,1978,2,1,2,1,2,1,2,1,2,1
38095,3,,4,1,2,2,,,1985,2,1,2,2,2,1,2,1,2,1
38106,3,,2,2,,2,,,1969,3,1,2,1,2,1,2,1,2,1
38112,3,,4,1,2,2,,,1993,4,1,3,1,3,1,2,1,1,1
38135,3,,1,2,,2,,2,,2,1,1,1,,,,,2,1
38255,3,,2,1,3,1,1,,1987,2,1,2,1,2,1,2,1,1,1
38261,3,,2,2,,1,2,,1964,1,1,1,1,2,1,1,1,1,1
38272,3,,1,2,,2,,2,,2,1,2,1,,,,,1,1
38316,3,,5,1,2,2,,,1981,7,1,3,1,4,1,3,1,1,1
38319,3,,1,2,,1,2,1,,2,1,1,1,,,,,2,1
38349,3,,3,2,,1,1,,1968,7,1,1,1,7,1,7,1,1,0
38554,3,,4,1,1,2,,,1995,2,1,2,1,2,1,2,1,1,1
38800,3,,1,2,,2,,2,,4,1,4,1,,,,,1,1
38877,3,,2,2,,1,1,,1973,2,1,2,1,2,1,2,1,2,1
38885,3,,2,1,2,1,2,,1973,1,1,1,1,2,1,2,1,2,1
38939,3,,5,2,,2,,,,1,1,2,1,,,,,4,1
38940,3,,2,2,,1,2,,1971,1,1,1,1,2,1,2,1,1,1
38957,3,,2,2,,1,2,,1957,2,2,2,2,1,1,2,1,2,1
38979,3,,1,2,,1,1,,,2,1,2,1,,,,,1,1
38992,3,,3,2,,2,,,1978,4,1,4,1,3,1,4,1,2,1
38995,3,,1,2,,1,1,2,,4,1,3,1,,,,,1,1
39056,3,,2,1,1,1,2,,1979,3,1,3,1,4,1,3,1,2,1
39058,3,,2,1,1,1,2,,1971,2,1,2,1,2,1,2,1,2,1
39086,3,,2,2,,1,3,,1965,1,1,2,1,2,1,2,1,1,1
39095,3,,2,1,1,2,,2,,3,1,2,1,,,,,1,1
39218,3,,1,2,,2,,2,,2,1,5,1,,,,,1,1
39227,3,,1,2,,1,2,,,1,1,1,1,,,,,1,1
39284,3,,3,2,,1,1,,1959,2,1,2,1,3,1,2,1,1,1
39317,3,,4,1,2,1,1,,1986,2,1,2,1,2,1,2,1,1,1
39318,3,,3,2,,2,,,1991,2,1,2,1,2,1,2,1,1,1
39351,3,,2,2,,1,2,,1979,1,1,1,1,1,1,2,1,2,1
39488,3,,2,1,1,1,2,2,,2,1,2,,,,,,2,1
39491,3,,2,2,,1,1,,1968,2,1,2,1,2,1,2,1,2,1
39697,3,,3,1,1,1,1,,1983,2,1,2,1,7,1,7,1,2,1
50052,3,,1,2,,2,,,,2,1,2,1,,,,,4,1
50060,3,,3,2,,1,1,,1980,3,1,2,1,3,1,4,1,3,1
50085,3,,2,2,,1,1,,,1,1,2,1,,,,,1,1
50135,3,,2,2,,1,3,,,2,1,2,1,,,,,3,1
50150,3,,3,2,,1,2,,1974,2,1,1,1,2,1,1,1,1,1
50231,3,,3,2,,1,2,,,1,1,1,1,,,,,1,1
50232,3,,2,2,,1,2,,1958,1,1,1,1,1,1,1,1,1,1
51013,3,,3,2,,1,1,,1977,1,1,1,1,1,1,1,1,1,1
51351,3,,4,,,1,1,,1978,2,,2,,2,,2,,1,1
51363,3,,1,2,,1,2,,,2,1,2,1,,,,,1,1
51444,3,,4,2,,2,,,1977,2,1,2,1,2,1,2,1,2,1
51467,3,,3,2,,1,1,,1960,2,1,2,1,2,1,2,1,1,1
51544,3,,2,2,,1,1,,1974,2,1,2,1,2,1,2,1,2,1
51733,3,,2,2,,2,,,1962,2,1,2,1,2,1,1,1,1,1
51895,3,,2,2,,1,3,,1964,2,1,2,1,2,1,2,1,1,1
52400,3,,1,2,,2,,2,,2,1,1,1,,,,,2,1
52478,3,,5,1,1,2,,,1985,4,1,3,1,2,1,2,1,2,1
52700,3,,2,1,1,1,2,,,1,1,1,1,,,,,1,1
52718,3,,2,1,1,1,2,,,1,1,1,1,,,,,1,1
52736,3,,3,2,,2,,2,,2,,2,1,,,,,1,1
53008,3,,3,1,2,2,,,1988,3,1,2,1,3,1,3,1,3,1
53028,3,,1,2,,2,,2,,1,1,2,1,,,,,1,1
53086,3,,1,2,,2,,2,,2,1,2,1,,,,,2,1
53108,3,,2,1,2,1,1,,1977,2,1,2,1,3,1,2,1,2,1
53109,3,,1,2,,1,3,,,2,1,2,1,,,,,1,1
53202,3,,2,2,,2,,,1975,2,1,2,1,2,1,2,1,1,1
53234,3,,4,2,,1,1,,1982,2,1,2,1,2,1,2,1,1,1
53373,3,,2,2,,2,,,1973,4,2,4,2,4,1,4,1,1,1
53380,3,,2,2,,1,1,,,1,1,1,1,,,,,2,1
53520,3,,2,2,,1,3,,1975,2,1,2,1,2,1,2,1,2,1
53549,3,,3,2,,1,1,,1971,2,1,2,1,2,1,2,1,2,1
53552,3,,2,1,1,1,2,2,,2,1,1,1,,,,,4,1
53564,3,,4,2,,2,,,1958,2,1,2,1,2,1,2,1,2,1
53596,3,,4,1,4,2,,,1992,2,1,2,1,2,1,2,1,2,1
53666,3,,4,1,2,2,,,1991,2,1,2,1,7,1,7,1,2,1
53741,3,,1,2,,1,2,,,2,1,2,1,,,,,1,1
53871,3,,2,2,,1,2,,1976,1,1,1,1,1,1,1,1,1,1
53997,3,,1,2,,1,3,,,5,1,4,1,,,,,2,1
54143,3,,3,2,,1,2,,1968,4,1,4,1,2,1,2,1,2,1
54279,3,,1,2,,2,,2,,3,1,1,1,,,,,2,1
55094,3,,3,2,,1,1,,1985,1,1,1,1,2,1,1,1,1,1
55147,3,,2,2,,1,2,,1962,2,1,2,1,2,1,2,1,3,1
55209,3,,1,2,,1,1,,,1,1,1,1,,,,,2,1
55308,3,,1,2,,1,3,,,2,1,1,1,,,,,1,1
55425,3,,1,2,,2,,2,,2,1,1,1,,,,,3,1
55430,3,,2,2,,2,,2,,4,1,4,,,,,,3,1
55636,3,,5,2,,1,1,,1982,2,1,2,1,2,1,2,1,3,1
55774,3,,3,2,,1,1,,,1,1,1,1,,,,,1,1
55799,3,,2,2,,1,2,,1978,2,1,2,1,2,1,2,1,2,1
56251,3,,3,2,,2,,,,1,1,1,1,,,,,2,1
56465,3,,2,1,1,1,2,,1974,1,1,1,1,7,1,7,1,1,1
56529,3,,3,1,1,2,,,1980,4,1,4,1,2,1,2,1,1,1
56563,3,,3,2,,2,,,1958,1,1,1,1,1,1,1,1,1,1
56572,3,,1,2,,1,1,,,1,1,1,1,,,,,2,1
56582,3,,3,1,1,2,,,1983,2,1,2,1,2,1,2,1,2,0
56603,3,,3,2,,2,,,1990,2,1,2,1,2,1,2,1,1,1
56624,3,,3,2,,2,,,1974,3,1,1,1,3,2,3,2,1,1
56658,3,,2,2,,2,,2,,2,1,4,,,,,,1,1
56677,3,,2,2,,1,4,,1963,4,1,2,1,2,1,2,1,2,1
56721,3,,4,1,1,1,1,,1981,2,1,2,1,2,1,2,1,2,1
56761,3,,6,1,2,2,,,2005,3,,2,,2,1,2,1,2,1
56762,3,,2,2,,1,1,,1983,1,1,1,1,1,1,1,1,3,1
57027,3,,4,1,3,2,,,1985,3,1,2,1,2,1,2,1,1,1
57042,3,,3,2,,1,1,,1970,1,1,1,1,1,1,1,1,1,1
57043,3,,4,2,,2,,,1979,7,1,7,1,7,1,7,1,1,1
57086,3,,5,1,1,2,,,1985,2,1,3,1,2,1,2,1,5,1
57138,3,,2,2,,1,2,,1984,3,1,2,1,2,1,3,1,1,1
57546,3,,2,1,3,1,2,,1986,4,1,4,1,2,1,2,1,1,1
57547,3,,3,1,1,2,,,1977,2,1,1,1,1,1,1,1,2,1
57609,3,,3,2,,2,,,1976,1,1,1,1,1,1,1,1,1,1
57621,3,,2,2,,1,3,,1978,2,1,3,1,2,1,2,1,1,1
57670,3,,6,2,,2,,2,,3,1,3,1,,,,,2,1
57779,3,,2,1,1,1,3,,1976,3,1,2,1,2,1,1,1,1,1
57911,3,,4,1,2,2,,,1989,5,1,2,1,2,1,2,1,1,1
57962,3,,4,1,1,2,,,1983,2,1,3,1,2,1,2,1,4,1
58053,3,,2,2,,2,,2,,4,1,3,,,,,,4,1
58366,3,,1,2,,2,,2,,2,1,2,1,,,,,1,1
60078,3,,3,1,2,1,2,,1983,1,1,1,1,2,1,2,1,3,1
91067,3,,2,2,,1,1,2,,2,1,1,1,,,,,1,1
91071,3,,4,1,3,2,,,1995,3,1,2,1,2,1,2,1,5,1
91074,3,,3,1,2,2,,2,,4,1,4,1,,,,,2,0
91079,3,,3,2,,2,,,1995,2,1,4,1,3,1,3,1,1,1
91081,3,,3,1,2,2,,,1995,2,1,2,1,1,1,2,1,2,1
91095,3,,3,1,3,2,,,2000,2,1,2,1,2,1,2,1,2,1
104002,3,,1,2,,2,,2,,2,1,2,1,,,,,2,1
111052,3,,3,2,,1,1,,1970,1,1,1,1,1,1,1,1,1,1
138399,3,,1,2,,1,1,,,2,1,2,1,,,,,3,1
145007,3,,5,2,,2,,,1981,5,1,4,1,5,1,5,1,3,1
176061,3,,2,2,,1,2,,1960,2,1,2,1,2,1,2,1,1,1
178001,3,,1,2,,1,1,2,,2,1,2,1,,,,,1,1
193016,3,,1,2,,2,,2,,1,1,1,1,,,,,1,1
213440,3,,2,1,2,1,2,,1972,3,1,3,1,3,1,3,1,3,1
224048,3,,1,2,,1,3,,,1,1,1,1,,,,,1,1
230029,3,,2,2,,1,2,,1972,2,1,1,1,2,1,2,1,2,1
230037,3,,2,1,1,1,2,,1974,3,1,4,1,2,1,2,1,2,1
230039,3,,3,1,4,2,,,1992,7,1,1,1,7,1,7,1,2,1
230048,3,,1,2,,1,2,,,1,1,1,1,,,,,1,1
237003,3,,2,2,,1,2,,1974,3,1,2,1,7,3,7,1,1,1
238055,3,,2,2,,1,3,,1970,2,1,2,1,2,1,2,1,2,1
243067,3,,3,1,3,1,1,,1985,3,1,3,1,2,1,3,1,2,1
244013,3,,2,2,,1,2,,1968,1,1,2,1,7,1,7,1,1,1
244058,3,,3,1,2,2,,,1995,1,1,1,1,1,1,1,1,1,1
250005,3,,2,1,2,1,1,,1968,2,1,2,1,2,1,2,1,1,1
250010,3,,2,2,,2,,,,7,1,7,1,,,,,1,1
250039,3,,1,2,,1,1,,,7,1,7,1,,,,,1,1
250056,3,,1,2,,2,,2,,1,1,1,1,,,,,1,1
256015,3,,6,1,3,2,,,1993,2,1,2,1,2,1,2,1,2,1
279054,3,,1,2,,1,2,,,2,1,2,1,,,,,1,1
282083,3,,1,2,,1,2,2,,1,1,1,1,,,,,1,1
282089,3,,2,2,,1,2,,1979,1,1,1,1,1,1,1,1,2,1
284086,3,,3,2,,2,,,1970,2,1,1,1,2,1,1,1,1,1
294039,3,,2,2,,1,2,,1968,1,1,1,1,1,1,1,1,2,1
310002,3,,2,2,,1,2,,1965,1,1,1,1,1,1,1,1,1,1
310005,3,,2,2,,1,2,,1972,2,1,2,1,2,1,2,1,2,1
321009,3,,2,2,,1,2,,1960,2,1,2,1,2,1,2,1,2,1
330057,3,,1,2,,1,1,,,1,1,1,1,,,,,1,1
332080,3,,3,1,1,1,2,,1975,1,1,1,,1,1,1,1,1,1
333081,3,,2,2,,1,3,,1965,2,1,2,1,4,1,3,1,1,1
350068,3,,1,1,1,1,1,2,,4,1,2,1,,,,,2,1
355063,3,,1,2,,1,5,,,2,1,2,1,,,,,2,1
365034,3,,2,2,,1,3,,1972,2,1,1,1,2,1,2,1,1,1
387029,3,,2,2,,1,2,,1971,3,1,2,1,2,1,2,1,1,1
389045,3,,2,1,1,1,2,,1979,2,1,1,1,2,1,2,1,2,1
389084,3,,2,2,,1,2,,1978,2,1,1,1,1,1,1,1,1,1
500001,3,,2,2,,1,1,,1966,2,1,2,1,2,1,2,1,1,1
500004,3,,4,2,,2,,2,,7,1,7,1,,,,,1,1
500026,3,,2,2,,1,1,,1981,2,1,2,1,2,1,2,1,1,1
500090,3,,2,2,,1,2,,1960,1,1,1,1,2,1,2,1,1,1
500176,3,,3,,,2,,2,,2,,2,,,,,,1,1
500388,3,,1,1,1,1,1,2,,2,1,2,1,,,,,1,1
500573,3,,3,2,,2,,,1977,2,1,2,1,2,1,2,1,2,1
500575,3,,2,2,,2,,,1977,1,1,1,1,1,1,1,1,2,1
500586,3,,3,2,,2,,,1970,2,1,2,1,2,1,2,1,1,1
500620,3,,1,2,,2,,2,,2,1,2,1,,,,,1,1
500669,3,,3,1,3,2,,,1989,2,1,2,1,2,1,2,1,1,1
500674,3,,2,2,,1,2,,1966,2,1,2,1,2,1,2,1,1,1
500726,3,,2,1,3,1,1,,1993,2,1,2,1,2,1,2,1,1,1
501068,3,,2,1,3,1,1,,1978,3,1,2,1,2,1,2,1,1,1
501082,3,,2,2,,1,1,,1978,2,1,2,1,2,1,2,1,1,1
501569,3,,3,,,2,,2,,3,,4,,,,,,1,1
501627,3,,1,2,,1,3,,,2,1,2,1,,,,,2,1
501664,3,,1,1,2,2,,2,,3,1,3,1,,,,,2,1
501694,3,,3,2,,2,,,1978,2,1,2,1,2,1,2,1,1,1
501816,3,,3,2,,2,,,,1,1,1,1,,,,,2,1
501874,3,,1,2,,1,1,2,,1,1,2,1,,,,,1,1
502060,3,,1,2,,2,,2,,3,1,2,1,,,,,1,1
502157,3,,1,2,,1,2,,,2,1,3,1,,,,,1,1
502355,3,,3,1,3,1,1,,1983,2,1,2,1,2,1,2,1,1,1
502364,3,,1,2,,1,4,,,2,1,2,1,,,,,2,1
502366,3,,1,2,,2,,2,,1,1,1,1,,,,,4,1
502772,3,,3,2,,2,,,1996,1,1,2,1,5,2,4,1,2,1
503308,3,,2,1,3,1,1,,1982,2,1,2,1,2,1,2,1,4,1
503431,3,,1,2,,1,3,,,2,1,2,1,,,,,5,1
503560,3,,2,1,1,1,2,,1980,3,1,1,1,2,1,1,1,1,1
503561,3,,2,2,,1,2,,1975,2,1,2,1,3,1,2,1,1,1
503593,3,,1,2,,1,2,2,,5,1,5,1,,,,,2,1
503674,3,,3,1,1,1,1,,1978,2,1,3,1,5,1,5,1,2,1
503788,3,,2,2,,1,5,,1966,2,1,2,1,2,1,2,1,2,0
503804,3,,2,2,,1,2,,1965,2,1,2,1,7,3,7,3,2,0
503850,3,,2,1,3,1,2,,1980,2,1,4,1,3,1,2,1,2,1
503931,3,,3,1,1,1,1,,1976,2,1,2,1,2,1,2,1,2,1
503950,3,,4,1,3,2,,,1993,1,1,2,1,2,1,2,1,3,1
503981,3,,2,2,,1,2,,1958,1,1,1,1,1,1,1,1,2,1
504091,3,,2,2,,2,,,1959,1,1,1,1,1,1,1,1,1,1
504110,3,,3,1,3,1,1,,1981,2,1,2,1,2,1,2,1,1,1
504129,3,,2,1,1,1,2,,1975,2,1,2,1,2,1,2,1,1,1
504157,3,,1,1,2,2,,2,,2,1,2,1,,,,,1,1
504359,3,,2,1,1,1,3,,1975,2,1,2,1,2,1,2,1,6,1
504363,3,,2,2,,2,,,1967,1,1,2,1,2,1,2,1,2,1
504380,3,,1,2,,2,,2,,2,1,2,1,,,,,1,1
504395,3,,4,1,3,1,1,,2000,2,1,2,1,2,1,2,1,1,1
504453,3,,4,1,3,2,,,1990,2,1,2,1,3,1,2,1,2,1
504483,3,,3,2,,1,1,,1976,2,1,2,1,2,1,2,1,1,1
504551,3,,1,2,,1,2,,,2,1,2,1,,,,,1,0
504584,3,,2,1,2,1,2,,,2,1,2,1,,,,,1,1
504730,3,,2,2,,1,4,,1968,2,1,2,1,2,1,2,1,1,1
504792,3,,2,2,,1,1,,1972,2,1,2,1,3,1,2,1,2,1
504821,3,,3,1,2,2,,,1998,4,1,5,1,4,1,3,1,4,1
504885,3,,1,2,,1,2,,,2,1,1,1,,,,,1,1
504889,3,,2,2,,1,2,,1977,2,1,2,1,2,1,2,1,1,1
504921,3,,3,1,2,2,,,1993,4,1,4,1,2,1,2,1,2,1
504937,3,,4,1,1,2,,,1995,7,1,7,1,2,1,2,1,1,1
504956,3,,3,1,4,2,,,1997,3,1,3,1,2,1,2,1,2,1
505022,3,,2,2,,1,2,,1974,2,1,2,1,2,1,2,1,1,1
505167,3,,2,2,,2,,,1960,2,1,2,1,2,1,2,1,1,1
505228,3,,3,2,,2,,,,2,1,2,1,,,,,3,1
505243,3,,3,2,,1,1,,1971,2,1,2,1,3,1,2,1,1,1
505390,3,,4,1,3,2,,,1990,4,1,4,1,5,1,4,1,1,1
505407,3,,1,2,,1,2,,,2,1,2,1,,,,,1,1
505424,3,,4,1,3,2,,,1992,2,1,4,1,2,1,3,1,1,1
505433,3,,2,2,,1,2,,1962,4,1,3,1,3,1,2,1,1,1
505517,3,,2,2,,1,1,,1970,2,1,2,1,2,1,2,1,1,1
505525,3,,2,2,,1,1,,1973,2,1,1,1,2,1,2,1,1,1
505534,3,,3,1,1,2,,,1990,2,1,2,1,2,1,2,1,1,1
505540,3,,1,2,,2,,,,1,1,2,1,,,,,1,1
505548,3,,2,2,,1,2,,,2,1,2,1,,,,,1,1
505566,3,,1,2,,2,,2,,2,1,2,1,,,,,1,1
505576,3,,2,2,,1,1,,1958,2,1,2,1,2,1,2,1,1,1
505594,3,,2,1,1,1,2,,1976,2,1,2,1,2,1,2,1,2,0
505606,3,,2,2,,2,,,,2,1,2,1,,,,,3,0
505655,3,,2,1,1,1,2,,1973,2,1,2,1,2,1,2,1,3,1
505672,3,,3,2,,2,,,1973,2,1,2,1,2,1,2,1,3,1
505681,3,,1,2,,1,4,,,2,1,2,1,,,,,1,1
505768,3,,4,1,2,1,1,,1983,1,1,1,1,2,1,2,1,1,1
505771,3,,2,2,,1,1,,1959,3,1,5,1,2,1,2,1,2,1
505806,3,,2,2,,2,,,,1,1,1,1,,,,,1,1
505810,3,,4,2,,2,,,1978,1,1,1,1,2,1,2,1,3,1
505818,3,,4,2,,2,,,1985,2,1,2,1,2,1,2,1,1,1
505820,3,,2,2,,1,3,,1969,2,1,2,1,2,1,2,1,2,1
505839,3,,2,1,4,2,,,1998,2,1,2,1,2,1,2,1,2,1
505881,3,,3,2,,1,1,,1966,2,1,2,1,2,1,2,1,1,1
506025,3,,2,2,,1,2,,1967,2,1,1,1,2,1,2,1,1,1
506100,3,,1,2,,1,1,,,1,1,1,1,,,,,1,1
506107,3,,3,1,2,2,,,1994,1,1,1,1,1,1,2,1,1,1
506112,3,,2,2,,1,1,,1955,1,1,1,1,1,1,1,1,2,1
506152,3,,3,2,,2,,,,2,1,2,1,,,,,2,1
506153,3,,2,2,,1,1,,1962,2,1,1,1,1,1,1,1,4,1
506195,3,,1,2,,1,1,,,1,1,1,1,,,,,1,1
506374,3,,1,2,,1,1,,,1,1,1,1,,,,,1,0
506385,3,,3,2,,1,1,,1960,2,1,1,1,1,1,1,1,1,1
506396,3,,4,1,4,2,,,2000,2,1,2,1,4,1,4,1,1,1
506402,3,,1,2,,1,3,,,1,1,1,1,,,,,1,1
506410,3,,4,1,3,2,,,1995,3,1,2,1,2,1,2,1,2,1
506413,3,,4,1,2,2,,,1996,2,1,2,1,2,1,2,1,1,1
506418,3,,2,2,,1,1,,1962,1,1,1,1,1,1,1,1,1,1
506446,3,,2,2,,1,3,,1970,2,1,2,1,3,1,3,1,2,1
506458,3,,4,1,3,2,,,1991,4,1,3,1,3,1,3,1,2,1
506492,3,,3,1,1,2,,,2000,2,1,2,1,2,2,2,2,1,1
506565,3,,2,1,1,1,3,,1975,2,1,2,1,2,1,2,1,2,1
506613,3,,2,2,,1,3,,1953,1,1,1,1,1,1,1,1,1,1
506628,3,,6,1,1,2,,,1982,4,1,4,1,4,,3,,1,1
506736,3,,2,2,,1,2,,1966,3,1,2,1,2,1,2,1,2,1
506738,3,,4,1,2,2,,,1990,3,1,2,1,2,1,2,1,2,1
506758,3,,2,2,,1,1,,1967,2,1,4,1,2,1,2,1,1,1
506767,3,,2,2,,2,,,1972,4,1,2,1,4,1,2,1,2,1
506798,3,,2,2,,2,,,1975,1,1,1,1,1,1,1,1,2,1
506799,3,,2,2,,2,,,1976,2,1,2,1,2,1,2,1,2,1
507037,3,,3,1,1,1,1,,1984,2,1,2,1,2,1,2,1,1,1
