SESSO,ETA,NCOMP,NSESSOM,NSESSOF,NCOMP13,NCOMP1417,NCOMP1844,NCOMP4554,NCOMP5564,NCOMP65,A01,A02,A03,A04,A05,A06,A08,A10,A11,A12,A13,A14,A15,A16_1,A16A_1,A16_2,A16A_2,A16_3,A16A_3,A16A_4,A16A_5,A16A_6,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44_1,A44_2,A44_3,A44_4,A44_5,A45_1_1,A45_2_1,A45_3_1,A45_4_1,A45_5_1,A45_1_2,A45_2_2,A45_3_2,A45_4_2,A45_5_2,A45_1_3,A45_2_3,A45_3_3,A45_4_3,A45_5_3,A45_1_4,A45_2_4,A45_3_4,A45_4_4,A45_5_4,AREA5,ACOM,Y_MONTH,PANEL,PESO,pesopanel,TITOLO,A07,A09,ID
1,61,4,2,2,0,1,1,1,1,0,4,4,1,10,2,5,0,2,,1,0,,,2,2,2,2,2,2,2,1,2,1,1,,2,,,4,2,,2,,1,2,,1,2,,,,4,,3,2,,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,10,1,6485.53477386119,19827.1121966685,3,1,0,158572
1,57,2,1,1,0,0,0,1,1,0,4,4,2,,4,4,0,3,,,,0,0,2,2,1,1,2,2,2,2,2,3,1,,2,,,2,3,4,2,,4,2,,3,2,,,,4,,3,2,,1,4,3,1,1,1,2,3,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,7,2,24507.7269709045,,2,1,1,158750
1,53,1,1,0,0,0,0,1,0,0,2,2,2,,1,4,0,2,,4,40,,,2,2,2,2,2,2,2,1,2,1,2,,2,,,4,3,2,2,,4,3,2,2,2,,,,4,,3,1,3,,,2,1,1,1,2,3,3,3,3,3,3,3,3,3,3,2,1,1,1,2,2,1,1,1,1,1,4,10,1,15274.4516073217,37471.2725685969,4,1,0,158849
1,54,2,1,1,0,0,0,2,0,0,3,3,1,3,1,4,2,1,1,9,0,,0,2,2,2,2,2,2,2,2,2,3,2,,1,3,,4,2,,1,3,4,2,,2,2,,,,4,,3,2,,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,2,1,1,1,1,3,5,16,1,7456.34116632347,18205.0014536984,4,2,1,158860
1,39,2,1,1,0,0,2,0,0,0,1,1,1,11,2,5,1,1,1,98,20,,0,2,2,2,2,2,2,2,2,2,3,1,,1,3,,4,2,,1,3,3,2,,2,2,,,,4,,3,1,1,,,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,5,18,2,5727.27978258365,,5,2,1,158995
1,44,3,2,1,1,0,2,0,0,0,3,3,1,11,1,5,0,3,,,,100,0,2,2,1,1,2,2,2,2,2,3,1,2,1,3,,4,3,2,1,3,2,1,,1,3,3,3,1,4,,3,2,,2,,3,3,3,3,1,3,3,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,13,1,14436.6560792428,47549.8805672804,3,1,1,159121
2,58,4,1,3,0,1,1,0,2,0,5,2,2,,1,1,1,1,1,9,5,,5,2,2,2,2,2,2,2,2,2,1,1,,1,1,,1,3,2,2,,2,2,,3,1,,1,1,2,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,13,2,3902.38446774172,,6,2,1,159286
1,53,4,2,2,0,0,2,2,0,0,5,4,1,10,1,99,0,1,1,2,50,,50,2,2,2,2,2,2,2,2,2,3,1,,2,,,3,3,2,1,1,3,3,1,2,3,1,3,1,3,1,,1,1,,,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,98,2,4426.53884175709,,3,1,1,159533
1,80,3,2,1,0,0,0,1,0,2,5,5,3,,5,99,,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,3,2,,2,,3,3,2,2,3,2,2,1,4,,3,2,,2,,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,5,9,2,10624.6473972308,,3,0,0,159744
1,69,2,1,1,0,0,0,0,0,2,4,4,1,3,2,7,1,2,,98,0,,,2,2,2,2,2,2,2,2,2,3,1,,3,,1,4,1,,2,,1,2,,2,1,,3,3,4,,3,2,,2,,4,2,2,2,3,4,2,2,2,3,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,5,18,2,7010.75329561736,,5,2,0,159777
1,37,2,1,1,0,0,2,0,0,0,9,9,1,11,1,9,0,1,1,2,30,,,2,2,2,2,2,2,2,2,2,3,2,,3,,2,3,3,2,2,,4,2,,2,1,,2,1,4,,3,2,,2,,3,1,1,5,3,3,2,1,3,3,3,2,1,3,3,3,3,3,3,3,3,2,1,3,3,2,3,8,2,7130.00724272232,,4,1,0,160422
2,46,1,0,1,0,0,0,1,0,0,5,5,1,99,2,99,0,1,1,9,0,,0,1,1,2,2,2,2,2,2,2,1,2,,1,2,,2,3,3,1,1,1,3,3,2,3,3,2,2,1,1,,2,,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,10,1,12527.2731231801,31014.4631364391,5,1,0,160440
1,81,2,1,1,0,0,0,0,0,2,5,5,2,,4,99,,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,4,2,,2,,1,2,,2,2,,,,4,,1,1,3,,,3,1,2,1,2,2,2,3,1,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,8,1,9354.74734185515,21411.9330125744,3,0,0,160511
1,33,4,3,1,2,0,2,0,0,0,5,5,1,11,1,9,0,6,,,,,,2,2,2,2,2,2,2,2,2,3,2,1,1,1,,1,3,4,2,,1,3,4,3,3,4,2,1,1,1,,2,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,9,1,21426.9395730201,66832.4987993557,3,1,0,160840
1,60,3,2,1,0,0,1,0,2,0,5,5,3,,5,3,1,1,2,98,60,,40,2,2,2,2,2,2,2,2,2,2,3,,4,,,1,3,4,2,,3,3,1,3,2,,,,4,,3,2,,2,,5,4,2,1,3,4,1,3,4,1,3,3,3,3,1,4,4,1,3,4,1,4,4,2,1,1,4,11,1,8022.45777045463,18039.3317746004,3,3,1,161158
2,70,1,0,1,0,0,0,0,0,1,3,3,2,,4,7,0,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,2,2,,2,2,,,,4,,3,2,,2,,2,3,2,3,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,5,5,14,1,19865.7695819693,51270.1652202648,4,1,0,161335
2,49,1,0,1,0,0,0,1,0,0,5,5,1,99,5,2,0,2,,98,50,,0,2,2,2,2,2,2,2,2,2,1,2,,1,3,,2,3,3,2,,4,3,3,1,3,4,3,1,4,,3,2,,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,1,15236.0081109352,39360.8411165738,4,1,0,161450
1,46,3,2,1,1,0,1,1,0,0,5,4,1,10,4,99,1,1,1,4,65,,65,2,2,2,2,2,2,2,1,1,3,1,1,2,,,3,3,2,2,,2,2,,3,3,3,2,2,4,,3,2,,1,2,3,2,3,3,1,3,2,1,1,1,2,2,2,3,3,2,3,2,2,2,2,3,2,2,3,1,1,14,2,7504.94725870167,,4,2,1,161547
1,58,3,1,2,0,0,1,0,2,0,9,9,9,,9,99,0,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,4,2,,2,,2,2,,1,2,,,,4,,3,2,,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,10,1,5336.42326206234,11902.7527127897,4,1,0,161609
1,59,3,2,1,0,0,1,1,1,0,4,4,1,3,3,4,0,1,1,9,0,,0,2,2,2,2,2,2,2,2,2,3,2,,2,,,4,2,,1,3,4,2,,1,2,,,,4,,3,2,,1,4,3,4,3,3,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,13,2,4660.19225849903,,4,1,1,162276
1,46,3,2,1,2,0,0,1,0,0,5,5,1,5,3,4,0,1,1,9,0,,,2,2,2,2,2,2,2,2,2,1,2,2,2,,,5,1,,1,3,4,1,,1,2,,,,4,,3,1,3,,,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,2,1,1,1,1,3,4,14,2,11132.4262656745,,4,1,0,162396
1,37,1,1,0,0,0,1,0,0,0,5,5,3,,5,99,0,1,1,9,0,,0,2,2,2,2,2,2,2,2,2,1,2,,1,3,,3,2,,2,,4,2,,1,2,,,,4,,3,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,12,1,20299.4852583613,55492.9086672883,5,1,0,162509
1,74,2,1,1,0,0,0,0,0,2,5,5,3,,4,7,0,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,3,2,,1,2,,,,4,,1,2,,2,,2,2,2,2,1,2,2,3,2,1,3,2,3,2,1,3,2,3,2,1,2,2,2,1,1,5,3,9,1,10080.1109804491,24953.8568432896,3,2,0,162696
2,66,1,0,1,0,0,0,0,0,1,5,5,3,,1,1,1,1,1,9,0,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,2,3,1,2,,1,3,1,2,3,2,2,3,4,,3,2,,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,10,1,18725.9282713462,46167.1950346238,4,1,0,162702
1,48,2,1,1,0,0,1,1,0,0,3,3,3,,3,3,2,1,1,98,5,,10,1,1,1,2,1,2,2,1,2,2,2,,3,,1,2,2,,1,1,2,2,,2,3,2,3,1,2,2,,1,2,,,2,2,1,2,2,2,3,3,2,3,3,3,2,2,3,3,4,4,3,3,4,4,4,3,3,3,3,12,2,7448.94649480852,,4,2,1,162703
1,72,2,1,1,0,0,0,0,0,2,3,2,2,,2,4,,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,2,,,4,2,,2,,4,2,,2,2,,,,4,,3,1,3,,,3,3,2,2,2,3,3,3,3,2,3,2,2,2,1,2,1,1,1,1,2,1,2,1,1,3,4,18,2,8377.73384932383,,6,0,0,162733
2,50,2,0,2,1,0,0,1,0,0,2,2,1,99,4,99,,1,4,8,70,,,2,2,2,2,2,1,2,2,1,1,2,2,2,,,3,2,,2,,3,1,,1,2,,,,4,,2,2,,1,3,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,2,1,1,1,1,1,5,98,2,6320.83056245376,,4,0,0,162925
1,53,1,1,0,0,0,0,1,0,0,1,1,1,6,1,8,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,1,1,,1,2,,,,4,,3,2,,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,1,22105.2676101146,56171.1185179508,6,0,0,163008
1,30,2,1,1,0,0,2,0,0,0,2,2,3,,3,3,2,1,1,2,5,,20,2,2,2,2,2,2,2,1,2,1,2,,3,,2,6,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,1,1,1,2,3,5,18,1,10295.1073495195,30281.6462047771,6,2,1,163100
1,58,4,3,1,0,0,2,1,1,0,4,4,1,99,9,99,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,1,2,,2,,1,1,,1,1,,1,2,2,2,,2,,2,,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,2,8,1,5681.06251050905,15191.9184325019,3,0,0,163132
1,54,2,1,1,0,0,0,2,0,0,2,2,1,5,2,3,1,1,1,9,0,,,2,2,2,2,2,2,2,2,2,3,2,,1,3,,3,2,,1,3,4,1,,1,2,,,,4,,1,1,3,,,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,1,3,2,5,10,2,6812.03770779788,,4,1,0,163209
1,28,2,1,1,0,0,2,0,0,0,5,5,9,,9,99,0,2,,98,60,,,1,2,2,2,2,2,1,1,2,3,1,,2,,,1,2,,2,,2,3,2,1,3,2,2,2,4,,1,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,98,2,8554.66612677369,,4,1,0,163220
1,30,3,1,2,1,0,2,0,0,0,3,3,1,9,1,8,0,1,1,98,0,,,2,1,2,2,2,2,2,2,2,3,2,2,1,3,,4,3,1,2,,1,1,,1,2,,,,4,,3,2,,2,,3,3,3,1,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,2,3,10,2,17975.2384270956,,3,1,0,163603
1,38,3,2,1,1,0,2,0,0,0,1,1,2,,2,5,0,2,,98,15,,,2,2,2,2,2,2,1,2,2,4,2,2,2,,,3,2,,2,,4,2,,1,2,,,,4,,3,1,1,,,3,2,2,1,1,3,3,4,3,3,3,3,3,3,3,2,2,2,1,1,3,2,1,1,1,5,4,4,2,5890.28575086835,,5,2,0,163640
2,46,4,1,3,0,0,2,2,0,0,4,4,1,5,2,2,0,1,1,98,0,,20,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,2,,2,2,,2,2,,,,4,,3,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,14,2,2437.01993978048,,4,2,1,163660
1,77,3,1,2,0,0,1,0,1,1,9,9,1,4,3,8,0,4,,,,,0,2,2,2,2,2,2,2,2,2,3,2,,2,,,5,2,,2,,1,2,,1,2,,,,4,,3,2,,2,,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,2,2,2,2,2,5,1,1,1,4,3,98,2,6798.14777957644,,3,2,1,163696
1,40,4,2,2,2,0,2,0,0,0,4,4,1,9,1,99,1,1,1,2,10,,0,2,2,2,2,2,2,2,2,1,1,3,1,1,3,,4,2,,2,,1,2,,2,2,,,,4,,1,1,1,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,21,2,7145.97809028549,,4,4,1,163741
1,54,3,2,1,1,0,1,1,0,0,2,2,1,7,3,7,0,6,,,,,0,2,2,2,2,2,2,2,2,2,1,2,2,2,,,4,3,2,2,,4,2,,1,2,,,,4,,3,1,1,,,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,10,2,7200.16274378519,,4,2,1,163796
2,31,1,0,1,0,0,1,0,0,0,4,2,1,7,5,5,0,1,2,8,0,,,1,1,2,2,2,2,2,2,2,1,2,,3,,1,3,3,3,2,,1,3,3,2,2,,,,4,,3,2,,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,3,3,4,2,23549.8350411813,,5,1,0,163809
1,35,2,1,1,0,0,2,0,0,0,2,2,1,5,2,1,2,1,1,98,0,,0,2,2,2,2,2,2,2,2,2,2,2,,2,,,4,2,,2,,4,1,,3,2,,,,3,2,,1,3,,,3,1,3,2,3,3,1,1,1,3,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,18,2,6752.46947866989,,4,2,1,163857
1,42,4,1,3,2,0,2,0,0,0,5,5,2,,9,9,0,1,1,4,50,,,2,1,2,2,2,2,2,2,2,4,2,2,4,,,4,3,3,2,,3,3,2,3,3,4,2,1,4,,3,2,,2,,3,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,12,2,5959.43926848311,,4,1,0,163863
1,42,4,3,1,2,0,2,0,0,0,9,9,9,,9,99,0,1,1,98,0,,,2,2,2,2,2,2,2,2,2,3,2,2,2,,,4,2,,2,,1,2,,1,2,,,,4,,3,2,,2,,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,5,3,9,1,10849.5985945063,38839.0570119349,3,1,0,163902
1,51,3,2,1,1,0,0,2,0,0,2,2,1,99,2,99,0,1,1,3,50,,50,1,1,2,2,2,2,2,2,2,3,1,2,2,,,4,3,2,2,,4,3,3,1,3,2,2,1,4,,3,2,,2,,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,14,2,14768.799896742,,3,1,1,164008
1,67,1,1,0,0,0,0,0,0,1,5,5,1,11,9,99,,4,,,,,,2,2,2,2,2,1,2,2,2,1,2,,4,,,2,2,,2,,1,2,,3,2,,,,4,,2,2,,2,,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,5,4,98,2,54903.9813961256,,2,0,0,164291
2,54,4,1,3,0,0,2,1,1,0,5,5,1,7,3,8,,1,1,98,85,,85,2,1,2,2,2,2,2,2,2,1,1,,2,,,3,3,2,2,,2,3,2,1,2,,,,4,,3,2,,2,,4,3,1,2,3,3,3,2,2,3,3,2,1,1,1,3,1,1,1,2,2,1,1,1,1,3,3,11,2,4853.08244500453,,3,0,3,164416
2,40,3,1,2,1,0,1,1,0,0,2,3,1,7,2,99,0,6,,,,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,,,3,3,1,2,,3,3,1,2,3,2,2,1,4,,1,1,3,,,2,2,1,1,2,3,3,3,2,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2,9102.79856000514,,3,1,1,164439
1,42,3,2,1,1,0,2,0,0,0,9,9,9,,9,99,0,1,1,98,0,,0,2,2,2,2,2,2,2,2,1,4,1,2,1,3,,3,3,2,1,3,1,1,,1,2,,,,4,,3,1,3,,,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,18,2,9798.44313894766,,3,2,1,164464
1,60,4,2,2,0,0,2,0,2,0,3,2,2,,4,99,0,4,,,,,75,2,2,2,2,2,2,2,2,2,4,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,3,2,,2,,3,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,22,2,3967.00725841754,,4,4,3,164721
1,41,2,1,1,0,0,2,0,0,0,3,3,2,,3,5,2,1,1,8,0,,,2,2,2,2,2,2,2,2,2,4,2,,1,3,,4,2,,2,,2,2,,2,2,,,,2,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,18,2,9855.27226978667,,3,2,0,164771
2,23,1,0,1,0,0,1,0,0,0,5,5,1,6,1,3,,3,,,,0,,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,2,,4,2,,2,2,,,,4,,3,2,,2,,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,1,1,1,22015.0345608702,62256.8421818529,4,0,0,164916
1,52,1,1,0,0,0,0,1,0,0,2,2,2,,1,8,1,1,1,9,0,,,2,2,2,2,2,2,2,2,2,1,2,,1,3,,3,2,,2,,4,3,1,2,2,,,,4,,1,1,3,,,3,3,3,2,2,4,3,3,3,4,3,3,3,3,2,3,2,2,2,2,2,1,1,1,1,1,4,9,1,15274.4516073217,37471.2725685969,4,1,0,165005
1,66,1,1,0,0,0,0,0,0,1,5,5,2,,5,5,1,2,,7,0,,,2,2,2,2,2,2,2,2,2,4,2,,1,1,,4,2,,1,1,4,2,,3,3,2,2,1,4,,2,2,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,98,1,14062.9329642902,34416.8689614838,4,1,0,165183
2,52,1,0,1,0,0,0,1,0,0,5,4,1,11,3,9,0,1,1,9,0,,0,2,2,2,2,2,2,2,2,2,1,2,,1,1,,3,2,,1,1,2,2,,3,3,4,2,1,1,1,,1,2,,,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,10,1,13057.5316949345,32327.2536188327,5,1,0,165680
1,47,2,1,1,0,0,1,1,0,0,5,5,2,,2,2,,3,,,,10,,2,2,2,2,2,2,2,2,2,4,2,,2,,,3,3,4,1,1,1,2,,1,2,,,,4,,2,2,,1,2,2,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,3,5,8,2,6662.08932244232,,4,0,0,165985
1,22,2,2,0,0,0,2,0,0,0,2,2,1,10,4,99,1,5,,,,,3,2,2,2,2,2,2,2,2,2,3,1,,2,,,3,2,,2,,1,2,,1,2,,,,4,,3,1,3,,,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,5,15,1,14181.4625144264,39931.9699605397,4,1,1,166035
2,30,2,1,1,0,0,2,0,0,0,5,5,1,11,1,8,0,6,,,,,0,2,2,2,2,2,2,2,2,2,1,2,,1,3,,4,2,,2,,4,2,,1,1,,3,3,4,,3,2,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,16,2,8774.82584841576,,5,1,1,166096
1,34,2,1,1,0,0,2,0,0,0,5,4,1,6,3,7,2,1,1,2,0,,,2,2,2,2,2,2,2,2,2,3,1,,2,,,6,2,,2,,2,1,,3,1,,3,1,3,2,,1,1,,,2,1,2,1,1,4,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,4,4,19,2,8074.75687393212,,5,2,0,166139
1,56,4,2,2,0,1,1,0,2,0,1,1,1,6,2,6,0,1,2,98,60,,,2,1,2,2,1,1,2,2,2,4,2,,3,,2,3,3,2,1,1,4,3,3,3,3,2,2,1,3,1,,2,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,6,2,7326.89534212159,,3,1,0,166263
1,51,1,1,0,0,0,0,1,0,0,5,5,1,6,1,5,,3,,,,20,,2,2,1,2,2,2,2,2,2,1,2,,2,,,5,2,,2,,4,2,,2,3,2,2,1,4,,3,2,,2,,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,5,1,1,19697.7897676063,48322.6022351657,4,0,0,166476
1,41,4,2,2,2,0,2,0,0,0,5,5,1,99,1,99,0,6,,,,,,2,2,2,2,2,2,2,2,2,3,3,2,1,1,,1,3,2,2,,1,3,2,3,3,2,2,1,4,,3,2,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,98,2,11181.7081913503,,3,4,0,166530
2,49,1,0,1,0,0,0,1,0,0,3,5,1,11,9,99,1,2,,98,7,,,2,2,2,2,2,2,2,2,2,1,3,,2,,,2,3,3,2,,3,2,,2,3,3,2,2,2,2,,2,,2,,2,2,3,1,2,2,2,2,1,3,2,1,3,2,2,1,3,2,1,2,2,3,2,2,2,4,4,98,1,11896.1202839682,31085.5463091471,4,1,0,166593
1,65,2,1,1,0,0,0,0,0,2,5,5,1,11,1,7,0,4,,,,,,2,2,2,2,2,2,2,2,2,3,1,,3,,1,3,3,2,1,3,4,3,2,2,3,2,2,2,2,1,,2,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,15,2,12392.0970377853,,3,2,0,167002
1,45,4,3,1,2,0,1,1,0,0,3,3,1,99,1,99,0,1,1,2,0,,0,2,2,2,2,2,2,2,2,2,4,2,2,1,3,,5,2,,2,,4,2,,1,2,,,,4,,3,2,,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,12,1,13253.0604914338,39082.6474867116,3,2,1,167113
1,65,1,1,0,0,0,0,0,0,1,3,3,3,,1,99,0,2,,7,0,,,1,2,2,2,2,2,2,1,2,1,2,,3,,1,1,3,2,1,1,3,2,,2,3,2,3,2,4,,3,2,,2,,2,2,3,1,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,5,7,1,27523.7328794351,67360.1097472212,3,1,0,167235
1,58,2,1,1,0,0,0,0,2,0,4,4,1,10,1,7,0,3,,,,1,,2,2,2,2,1,1,2,2,2,3,1,,3,,2,1,2,,2,,1,3,2,1,3,2,2,1,4,,3,2,,2,,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,4,2,11219.9109744429,,3,1,0,167321
1,41,4,3,1,2,0,2,0,0,0,5,5,1,3,2,5,1,1,3,9,20,,20,1,1,2,2,2,2,2,1,2,3,1,1,1,3,,5,3,2,1,3,3,3,2,2,3,3,2,1,4,,3,1,1,,,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,16,2,6305.12607494061,,6,2,1,167322
2,82,2,0,2,0,0,0,0,1,1,3,3,1,11,1,9,1,4,,,,,1,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,2,,1,2,,1,2,,,,4,,1,1,3,,,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,5,14,1,12164.1428111996,27713.1184662211,3,1,1,167370
2,63,1,0,1,0,0,0,0,1,0,5,5,2,,3,99,,6,,,,,,2,2,1,1,2,2,2,2,2,1,2,,2,,,3,2,,2,,4,3,2,3,3,3,2,1,4,,3,2,,2,,2,2,2,1,1,3,3,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,1,23501.9588668441,58045.2736182532,3,0,0,167605
1,65,4,2,2,0,0,2,0,1,1,4,5,1,6,1,8,0,4,,,,,1,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,20,2,4258.1328482449,,4,2,1,167739
1,39,4,3,1,2,0,2,0,0,0,2,2,3,,2,99,0,1,2,4,0,,,2,2,2,2,2,2,2,2,2,3,1,2,2,,,3,2,,2,,2,2,,1,3,1,3,3,4,,3,2,,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,23,2,10569.4925728275,,3,1,0,167859
2,38,2,1,1,0,0,2,0,0,0,5,5,1,7,1,9,1,1,1,98,2,,1,2,2,1,1,2,2,2,2,2,1,2,,3,,1,2,3,3,1,1,4,2,,2,2,,,,4,,2,2,,1,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,12,2,4605.98699407457,,6,2,1,168041
1,39,2,1,1,0,0,2,0,0,0,2,2,2,,4,4,1,2,,4,50,,50,2,2,2,2,2,2,2,1,2,4,2,,3,,2,6,2,,2,,4,3,2,2,2,,,,4,,3,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,18,2,6478.25706170775,,4,2,1,168318
1,53,4,3,1,0,0,2,2,0,0,5,4,1,11,1,9,0,4,,,,,0,2,2,2,2,2,2,2,2,2,3,2,,2,,,2,2,,1,1,1,3,1,3,3,3,3,3,3,2,,2,,2,,2,2,1,1,1,3,2,1,1,1,3,2,2,1,1,3,1,1,1,1,3,1,1,1,1,3,1,12,2,4152.31737683529,,5,1,1,168321
