nquest,NCOMP,nord,sex,anasc,staciv,ireg,PERC
921694,4,2,2,1967,1,15,0
921694,4,3,2,1992,2,15,0
921694,4,4,1,2000,2,15,0
921701,3,1,1,1960,1,15,1
921701,3,2,2,1960,1,15,1
921701,3,3,2,1987,2,15,0
921704,2,1,1,1976,1,15,1
921704,2,2,2,1978,1,15,1
921717,1,1,1,1986,2,15,1
921718,1,1,2,1965,2,15,1
921721,5,1,1,1965,3,15,1
921721,5,2,1,1999,2,15,0
921721,5,3,1,1999,2,15,0
921721,5,4,1,1997,2,15,0
921721,5,5,2,2003,2,15,0
921723,2,1,1,1962,1,15,1
921723,2,2,2,1968,1,15,0
921728,2,1,1,1945,1,15,1
921728,2,2,2,1950,1,15,1
921730,1,1,2,1947,2,15,1
921733,2,1,2,1956,1,15,0
921733,2,2,1,1956,1,15,1
921737,2,1,1,1949,4,15,1
921737,2,2,2,1992,2,15,0
921740,2,1,1,1955,1,15,1
921740,2,2,1,1964,1,15,0
921742,2,1,1,1956,1,15,1
921742,2,2,2,1952,1,15,0
921743,2,1,1,1988,1,15,1
921743,2,2,2,1991,1,15,0
921750,1,1,1,1953,2,15,1
921752,3,1,1,1961,1,15,1
921752,3,2,2,1964,1,15,1
921752,3,3,1,1990,2,15,0
921755,1,1,2,1952,2,15,1
921758,4,1,1,1966,1,15,1
921758,4,2,2,1966,1,15,0
921758,4,3,1,1991,2,15,0
921758,4,4,2,1995,2,15,0
921761,4,1,1,1989,1,15,1
921761,4,2,2,1992,1,15,0
921761,4,3,1,2005,2,15,0
921761,4,4,2,2016,2,15,0
921766,1,1,1,1957,2,15,1
921773,4,1,2,1931,4,15,1
921773,4,2,2,1942,2,15,1
921773,4,3,2,1963,2,15,1
921773,4,4,1,1967,2,15,0
921777,4,1,1,1962,1,15,1
921777,4,2,2,1966,1,15,0
921777,4,3,1,1989,2,15,0
921777,4,4,2,1995,2,15,0
921780,1,1,2,1956,2,15,1
921784,2,1,1,1956,1,15,1
921784,2,2,2,1958,1,15,0
921785,1,1,2,1942,4,15,1
921789,2,1,1,1935,1,15,1
921789,2,2,2,1935,1,15,1
921792,2,1,2,1944,4,15,1
921792,2,2,2,1987,2,15,0
921800,3,1,1,1959,1,15,1
921800,3,2,2,1962,1,15,0
921800,3,3,1,1990,2,15,0
921804,1,1,1,1941,4,15,1
921805,1,1,1,1983,2,15,1
921806,2,1,2,1963,3,5,1
921806,2,2,1,1993,2,5,0
921807,1,1,1,1979,2,15,1
921809,1,1,1,1975,2,15,1
921810,1,1,1,1964,2,15,1
921817,1,1,2,1943,4,15,1
921827,1,1,1,1952,2,15,1
921828,1,1,2,1929,4,15,1
921830,2,1,2,1922,4,15,1
921830,2,2,1,1960,2,15,0
921834,3,1,2,1932,4,15,1
921834,3,2,1,1961,2,15,0
921834,3,3,2,1967,2,15,0
921837,1,1,2,1924,4,15,1
921840,2,1,1,1936,1,15,1
921840,2,2,2,1940,1,15,1
921851,1,1,2,1933,4,15,1
921860,5,1,2,1924,4,15,1
921860,5,2,2,1962,1,15,0
921860,5,3,1,1962,1,15,1
921860,5,4,1,1965,2,15,1
921860,5,5,1,1993,2,15,1
921862,2,1,2,1936,1,15,0
921862,2,2,1,1935,1,15,1
921863,1,1,1,1966,3,15,1
921865,3,1,1,1938,1,15,1
921865,3,2,2,1939,1,15,0
921865,3,3,2,1993,2,15,1
921869,1,1,2,1928,4,15,1
921871,6,1,2,1939,4,15,1
921871,6,2,1,1966,1,15,1
921871,6,3,2,1966,1,15,0
921871,6,4,1,1993,2,15,0
921871,6,5,1,1995,2,15,0
921871,6,6,1,2003,2,15,0
921872,1,1,1,1941,4,15,1
921881,3,1,1,1944,3,15,1
921881,3,2,2,1946,4,15,1
921881,3,3,2,1988,1,15,0
921882,3,1,1,1942,1,15,1
921882,3,2,2,1937,1,15,0
921882,3,3,1,1966,2,15,1
921885,2,1,1,1949,1,15,1
921885,2,2,2,1949,1,15,0
921886,1,1,1,1949,4,3,1
921887,4,1,2,1973,1,15,0
921887,4,2,1,1970,1,15,1
921887,4,3,2,2003,2,15,0
921887,4,4,1,2008,2,15,0
921897,2,1,1,1940,1,15,1
921897,2,2,2,1941,1,15,1
921904,2,1,1,1948,4,15,1
921904,2,2,1,1975,2,15,1
921905,2,1,1,1951,1,15,1
921905,2,2,2,1952,1,15,0
921910,6,1,1,1945,1,15,1
921910,6,2,2,1951,1,15,1
921910,6,3,2,1976,2,15,0
921910,6,4,2,1975,1,15,0
921910,6,5,1,1976,1,15,1
921910,6,6,1,2009,2,15,0
921912,2,1,1,1939,1,15,1
921912,2,2,2,1946,1,15,0
921914,2,1,1,1950,1,15,1
921914,2,2,2,1954,1,15,0
921917,2,1,1,1950,1,15,1
921917,2,2,2,1953,1,15,0
921922,2,1,1,1955,1,15,1
921922,2,2,2,1963,1,15,0
921926,3,1,1,1955,1,15,1
921926,3,2,2,1958,1,15,1
921926,3,3,1,1984,2,15,0
921928,5,1,1,1955,1,15,1
921928,5,2,2,1961,1,15,0
921928,5,3,2,1985,1,15,0
921928,5,4,1,1987,1,15,1
921928,5,5,2,2013,2,15,0
921929,4,1,1,1950,1,15,1
921929,4,2,2,1954,1,15,0
921929,4,3,1,1993,2,15,1
921929,4,4,1,1997,2,15,0
921935,3,1,1,1954,1,15,1
921935,3,2,2,1956,1,15,0
921935,3,3,1,1990,2,15,0
921939,3,1,1,1952,1,15,1
921939,3,2,2,1960,1,15,1
921939,3,3,2,1990,2,15,0
921955,5,1,2,1968,4,15,1
921955,5,2,2,1985,2,15,1
921955,5,3,2,1988,2,15,0
921955,5,4,2,1992,2,15,1
921955,5,5,1,2000,2,15,0
921960,4,1,1,1956,1,15,1
921960,4,2,2,1959,1,15,0
921960,4,3,2,1989,2,15,0
921960,4,4,2,1993,2,15,0
921969,1,1,2,1941,3,15,1
921978,4,1,1,1961,1,15,1
921978,4,2,2,1966,1,15,0
921978,4,3,1,1988,2,15,1
921978,4,4,1,1992,2,15,1
921985,3,1,1,1966,1,15,1
921985,3,2,2,1968,1,15,1
921985,3,3,1,1996,2,15,1
921987,2,1,2,1987,3,15,1
921987,2,2,2,2014,2,15,1
921990,4,1,2,1930,4,15,1
921990,4,2,2,1973,1,15,0
921990,4,3,1,1970,1,15,0
921990,4,4,2,1961,2,15,0
922007,4,1,1,1967,1,15,1
922007,4,2,2,1969,1,15,0
922007,4,3,2,1992,2,15,1
922007,4,4,2,1997,2,15,0
922022,3,1,1,1978,1,15,1
922022,3,2,2,1981,1,15,0
922022,3,3,1,2012,2,15,0
922112,3,1,1,1958,1,15,1
922112,3,2,2,1959,1,15,0
922112,3,3,2,1987,2,15,0
922117,1,1,1,1947,4,15,1
922122,1,1,1,1930,4,15,1
922125,2,1,1,1944,1,15,1
922125,2,2,2,1945,1,15,1
922126,1,1,2,1945,4,15,1
922128,2,1,1,1936,1,15,1
922128,2,2,2,1938,1,15,1
922157,3,1,1,1955,1,15,1
922157,3,2,2,1959,1,15,0
922157,3,3,2,1987,2,15,1
922159,1,1,2,1944,4,15,1
922162,3,1,1,1966,3,15,1
922162,3,2,1,2005,2,15,0
922162,3,3,2,2009,2,15,0
922164,3,1,2,1953,4,15,1
922164,3,2,1,1980,2,15,1
922164,3,3,2,1982,2,15,1
922167,4,1,1,1974,1,15,1
922167,4,2,2,1975,1,15,0
922167,4,3,1,2004,2,15,0
922167,4,4,1,2008,2,15,0
922181,3,1,1,1965,1,15,1
922181,3,2,2,1966,1,15,1
922181,3,3,2,1999,2,15,0
922185,3,1,2,1960,4,15,1
922185,3,2,2,1989,2,15,1
922185,3,3,2,1992,2,15,0
922191,1,1,2,1966,3,15,1
922198,1,1,1,1973,2,15,1
922204,2,1,1,1955,1,15,1
922204,2,2,2,1958,1,15,0
922208,4,1,1,1962,1,15,1
922208,4,2,2,1966,1,15,1
922208,4,3,2,1994,2,15,0
922208,4,4,2,2005,2,15,0
922210,2,1,2,1951,4,15,1
922210,2,2,2,1982,2,15,0
922235,1,1,1,1945,4,15,1
922237,4,1,1,1985,1,15,1
922237,4,2,2,1988,1,15,0
922237,4,3,1,2012,2,15,0
922237,4,4,1,2013,2,15,0
922240,1,1,1,1965,3,15,1
922247,2,1,2,1944,4,15,1
922247,2,2,2,1969,3,15,0
922248,4,1,1,1967,1,15,1
922248,4,2,2,1975,1,15,0
922248,4,3,1,2000,2,15,0
922248,4,4,1,2003,2,15,0
922255,4,1,1,1971,1,15,1
922255,4,2,2,1995,2,15,0
922255,4,3,2,1997,2,15,0
922255,4,4,2,2000,2,15,0
922256,1,1,2,1931,4,15,1
922257,1,1,2,1938,4,15,1
922258,4,1,1,1962,1,15,1
922258,4,2,2,1967,1,15,0
922258,4,3,2,1986,2,15,0
922258,4,4,1,2003,2,15,0
922265,5,1,2,1971,1,15,0
922265,5,2,1,1967,1,15,0
922265,5,3,1,1995,2,15,1
922265,5,4,2,1998,2,15,0
922265,5,5,1,2016,2,15,0
922267,4,1,2,1947,1,15,0
922267,4,2,1,1944,1,15,1
922267,4,3,2,1968,2,15,1
922267,4,4,1,1998,2,15,0
922277,4,1,2,1977,1,15,1
922277,4,2,1,1975,1,15,0
922277,4,3,1,2003,2,15,0
922277,4,4,1,2008,2,15,0
922278,6,1,2,1951,1,15,0
922278,6,2,1,1950,1,15,1
922278,6,3,1,1976,2,15,0
922278,6,4,2,1980,2,15,0
922278,6,5,1,2003,2,15,0
922278,6,6,1,2006,2,15,0
922280,2,1,2,1982,1,15,1
922280,2,2,1,1977,1,15,1
922281,5,1,1,1970,1,15,1
922281,5,2,2,1970,1,15,0
922281,5,3,2,1991,2,15,0
922281,5,4,1,1992,2,15,0
922281,5,5,2,1998,2,15,0
922283,4,1,2,1967,1,15,0
922283,4,2,1,1964,1,15,1
922283,4,3,2,1995,2,15,0
922283,4,4,2,1999,2,15,0
922285,4,1,2,1967,1,15,0
922285,4,2,1,1963,1,15,1
922285,4,3,2,1998,2,15,0
922285,4,4,1,2000,2,15,0
922287,3,1,2,1981,2,15,0
922287,3,2,1,1981,2,15,1
922287,3,3,1,2014,2,15,0
922288,4,1,2,1980,1,15,0
922288,4,2,1,1973,1,15,0
922288,4,3,2,2001,2,15,1
922288,4,4,1,2007,2,15,0
922290,1,1,1,1962,1,15,1
922291,7,1,1,1971,1,15,0
922291,7,2,2,1975,1,15,0
922291,7,3,2,1994,2,15,0
922291,7,4,2,1997,2,15,0
922291,7,5,1,2007,2,15,0
922291,7,6,2,1948,4,15,1
922291,7,7,1,1986,2,15,0
922293,1,1,2,1944,4,15,1
922296,1,1,1,1947,2,15,1
922298,2,1,2,1948,4,15,1
922298,2,2,1,1967,2,15,0
922299,2,1,1,1929,1,15,1
922299,2,2,2,1939,1,15,1
922304,2,1,1,1954,2,15,1
922304,2,2,2,1932,4,15,1
922306,2,1,2,1942,4,15,1
922306,2,2,1,1966,2,15,0
922311,1,1,2,1951,2,15,1
922336,2,1,2,1947,4,15,1
922336,2,2,2,1970,2,15,0
922338,3,1,2,1935,4,15,1
922338,3,2,1,1961,2,15,0
922338,3,3,2,1964,1,15,0
922343,2,1,1,1941,1,15,1
922343,2,2,2,1942,1,15,1
922344,2,1,1,1938,1,15,1
922344,2,2,2,1941,1,15,1
922348,1,1,2,1936,4,15,1
922350,1,1,2,1943,4,15,1
922352,1,1,2,1953,2,15,1
922353,2,1,1,1938,4,15,1
922353,2,2,1,1977,2,15,0
922354,3,1,1,1950,1,15,1
922354,3,2,2,1955,1,15,0
922354,3,3,1,1983,2,15,0
922357,2,1,1,1950,1,15,1
922357,2,2,2,1954,1,15,1
922363,2,1,2,1955,3,15,1
922363,2,2,2,1987,2,15,0
922367,3,1,1,1954,1,15,1
922367,3,2,2,1963,1,15,1
922367,3,3,2,1995,2,15,0
922371,5,1,1,1978,1,15,1
922371,5,2,2,1977,1,15,0
922371,5,3,2,2005,2,15,0
922371,5,4,2,2010,2,15,0
922371,5,5,1,2015,2,15,0
922373,3,1,1,1979,1,15,0
922373,3,2,2,1978,1,15,1
922373,3,3,2,2011,2,15,0
922376,1,1,2,1967,2,15,1
922378,3,1,1,1981,1,15,1
922378,3,2,2,1983,1,15,0
922378,3,3,2,2016,2,15,0
922380,2,1,1,1982,1,15,1
922380,2,2,2,1983,1,15,0
922385,1,1,2,1947,4,15,1
922386,4,1,2,1972,1,15,1
922386,4,2,1,1969,1,15,0
922386,4,3,2,1995,2,15,0
922386,4,4,1,1999,2,15,0
922393,2,1,1,1941,1,15,1
922393,2,2,2,1940,1,15,0
922406,2,1,2,1983,3,15,1
922406,2,2,2,2009,2,15,0
922412,1,1,2,1951,3,15,1
922415,1,1,1,1965,3,15,1
922416,1,1,2,1945,4,15,1
922418,2,1,2,1988,1,15,1
922418,2,2,1,1984,1,15,0
922428,1,1,2,1931,4,15,1
922429,2,1,2,1951,4,15,1
922429,2,2,1,1976,2,15,0
922432,2,1,1,1932,1,15,1
922432,2,2,2,1939,1,15,1
922434,2,1,1,1936,1,15,1
922434,2,2,2,1940,1,15,0
922435,1,1,2,1930,2,15,1
922440,1,1,1,1982,2,15,1
922449,4,1,2,1967,1,15,1
922449,4,2,1,1968,1,15,1
922449,4,3,1,2000,2,15,0
922449,4,4,2,1996,2,15,0
922450,3,1,1,1960,1,15,1
922450,3,2,2,1957,1,15,1
922450,3,3,1,2001,2,15,0
922475,1,1,2,1944,2,15,1
922476,2,1,1,1930,1,15,1
922476,2,2,2,1934,1,15,0
922477,1,1,2,1943,4,15,1
922478,3,1,1,1952,1,15,1
922478,3,2,2,1959,1,15,0
922478,3,3,1,1989,2,15,1
922480,1,1,1,1986,2,15,1
922481,2,1,2,1954,1,15,0
922481,2,2,1,1942,1,15,1
922486,3,1,1,1965,1,15,1
922486,3,2,2,1969,1,15,0
922486,3,3,1,1992,2,15,1
922487,1,1,1,1995,2,15,1
922493,1,1,2,1967,3,15,1
922496,3,1,2,1929,2,15,1
922496,3,2,2,1936,4,15,1
922496,3,3,2,1965,2,15,1
922504,5,1,1,1954,1,15,1
922504,5,2,2,1953,1,15,1
922504,5,3,1,1982,2,15,0
922504,5,4,2,1985,2,15,0
922504,5,5,2,1993,2,15,0
922506,4,1,2,1977,3,15,1
922506,4,2,1,2001,2,15,0
922506,4,3,1,2003,2,15,0
922506,4,4,2,2011,2,15,0
922508,4,1,2,1972,1,15,0
922508,4,2,1,1964,1,15,1
922508,4,3,1,2005,2,15,0
922508,4,4,2,2007,2,15,0
922516,3,1,1,1961,1,15,1
922516,3,2,2,1974,1,15,0
922516,3,3,1,2001,2,15,0
922517,2,1,1,1949,1,15,1
922517,2,2,2,1953,1,15,0
922521,2,1,2,1953,4,15,1
922521,2,2,2,1973,2,15,0
922524,3,1,2,1934,1,15,1
922524,3,2,1,1932,1,15,1
922524,3,3,1,1961,3,15,0
922527,2,1,2,1948,1,15,0
922527,2,2,1,1945,1,15,1
922535,5,1,1,1964,1,15,1
922535,5,2,2,1965,1,15,0
922535,5,3,2,1986,2,15,1
922535,5,4,1,1991,2,15,1
922535,5,5,1,1991,2,15,0
922536,2,1,1,1931,1,15,1
922536,2,2,2,1936,1,15,1
922537,4,1,1,1953,1,15,1
922537,4,2,2,1956,1,15,0
922537,4,3,1,1986,2,15,1
922537,4,4,2,1991,2,15,0
922563,4,1,1,1960,1,15,1
922563,4,2,2,1968,1,15,0
922563,4,3,1,1988,2,15,0
922563,4,4,2,1990,2,15,0
922564,1,1,2,1927,4,15,1
922565,3,1,2,1943,4,15,1
922565,3,2,1,1952,2,15,1
922565,3,3,1,1973,2,15,1
922566,1,1,2,1932,4,15,1
922567,2,1,1,1930,1,15,1
922567,2,2,2,1933,1,15,1
922568,2,1,1,1936,1,15,1
922568,2,2,2,1938,1,15,0
922569,1,1,1,1939,4,15,1
922572,1,1,2,1935,4,15,1
922578,1,1,1,1954,4,15,1
922581,1,1,2,1963,4,15,1
922588,1,1,2,1954,2,15,1
922589,2,1,2,1946,1,15,0
922589,2,2,1,1939,1,15,1
922616,2,1,1,1974,2,15,0
922616,2,2,2,1945,4,15,1
922617,1,1,1,1942,1,15,1
922622,2,1,1,1940,1,15,1
922622,2,2,2,1947,1,15,0
922624,2,1,1,1975,2,15,1
922624,2,2,2,1937,4,15,1
922628,3,1,2,1948,1,15,0
922628,3,2,1,1952,1,15,1
922628,3,3,1,1982,2,15,1
922629,4,1,2,1964,1,15,0
922629,4,2,1,1960,1,15,1
922629,4,3,2,1988,2,15,0
922629,4,4,2,1996,2,15,0
922635,1,1,2,1948,4,15,1
922636,3,1,2,1971,1,15,1
922636,3,2,1,1997,2,15,1
922636,3,3,2,2002,2,15,0
922638,3,1,2,1967,1,15,0
922638,3,2,1,1963,1,15,1
922638,3,3,1,2001,2,15,0
922640,4,1,2,1976,1,15,0
922640,4,2,1,1976,1,15,1
922640,4,3,1,2004,2,15,0
922640,4,4,2,2006,2,15,0
922646,1,1,2,1950,4,15,1
922648,3,1,1,1980,1,15,1
922648,3,2,2,1982,1,15,0
922648,3,3,2,2013,2,15,0
922651,2,1,2,1963,4,15,1
922651,2,2,1,1989,2,15,0
922657,1,1,1,1965,2,15,1
922661,2,1,2,1946,4,15,1
922661,2,2,1,1977,2,15,1
922671,4,1,1,1954,1,15,1
922671,4,2,2,1956,1,15,1
922671,4,3,1,1981,2,15,0
922671,4,4,1,1983,2,15,0
922672,1,1,2,1937,4,15,1
922677,3,1,1,1950,1,15,1
922677,3,2,2,1953,1,15,0
922677,3,3,2,1986,2,15,0
922681,3,1,2,1965,1,15,1
922681,3,2,1,1961,1,15,1
922681,3,3,2,1993,2,15,0
922692,1,1,2,1935,4,15,1
922706,1,1,1,1973,2,15,1
922708,4,1,2,1956,1,15,1
922708,4,2,1,1955,1,15,0
922708,4,3,1,2001,2,15,0
922708,4,4,2,1925,4,15,1
922711,1,1,2,1928,4,15,1
922714,4,1,1,1948,1,15,1
922714,4,2,2,1959,1,15,0
922714,4,3,2,1982,2,15,0
922714,4,4,2,1983,2,15,0
922719,1,1,2,1956,3,15,1
922723,1,1,2,1956,4,15,1
922724,2,1,1,1961,1,15,1
922724,2,2,2,1964,1,15,0
922725,2,1,2,1955,1,15,1
922725,2,2,1,1988,2,15,1
922726,3,1,2,1935,4,15,1
922726,3,2,2,1966,2,15,0
922726,3,3,1,1964,2,15,0
922752,1,1,1,1950,4,15,1
922757,2,1,1,1931,1,15,1
922757,2,2,2,1925,1,15,1
922758,2,1,2,1956,1,15,0
922758,2,2,1,1950,1,15,1
922761,3,1,1,1961,2,15,1
922761,3,2,1,1931,1,15,1
922761,3,3,2,1934,1,15,1
922763,2,1,2,1943,1,15,0
922763,2,2,1,1946,1,15,1
922769,1,1,2,1935,4,15,1
922781,1,1,2,1935,4,15,1
922796,1,1,2,1936,4,15,1
922800,1,1,1,1943,4,15,1
922803,3,1,2,1950,1,15,1
922803,3,2,1,1950,1,15,0
922803,3,3,2,1985,2,15,0
922805,8,1,2,1978,1,15,1
922805,8,2,1,1970,1,15,1
922805,8,3,2,1997,2,15,0
922805,8,4,2,1994,2,15,0
922805,8,5,2,1996,2,15,0
922805,8,6,2,2005,2,15,0
922805,8,7,2,2003,2,15,0
922805,8,8,2,2015,2,15,0
922814,3,1,1,1947,1,15,1
922814,3,2,2,1951,1,15,0
922814,3,3,1,1980,2,15,1
922816,3,1,1,1951,1,15,1
922816,3,2,2,1952,1,15,1
922816,3,3,1,1995,2,15,0
922821,1,1,2,1941,2,15,1
922845,2,1,2,1953,1,15,0
922845,2,2,1,1946,1,15,1
922846,2,1,2,1955,1,15,1
922846,2,2,1,1955,1,15,1
922849,1,1,2,1945,4,15,1
922852,1,1,1,1933,4,15,1
922866,7,1,1,1963,2,15,0
922866,7,2,2,1958,2,15,1
922866,7,3,1,1960,2,15,0
922866,7,4,1,1967,2,15,0
922866,7,5,1,1974,1,15,0
922866,7,6,2,1985,1,15,0
922866,7,7,1,2006,2,15,0
922872,3,1,2,1959,1,15,0
922872,3,2,1,1953,1,15,1
922872,3,3,1,1988,2,15,1
922873,6,1,1,1972,1,15,1
922873,6,2,2,1973,1,15,0
922873,6,3,1,1997,2,15,1
922873,6,4,1,2000,2,15,1
922873,6,5,2,2004,2,15,0
922873,6,6,2,2009,2,15,0
922875,1,1,2,1946,4,15,1
922888,2,1,1,1949,1,15,1
922888,2,2,2,1950,1,15,0
922891,2,1,1,1920,1,15,1
922891,2,2,2,1929,1,15,0
922892,3,1,1,1950,4,15,1
922892,3,2,1,2002,2,15,0
922892,3,3,1,1996,2,15,0
922894,5,1,1,1958,1,15,1
922894,5,2,2,1961,1,15,0
922894,5,3,2,1989,2,15,0
922894,5,4,1,1990,2,15,0
922894,5,5,1,1997,2,15,0
922898,4,1,1,1946,1,15,1
922898,4,2,2,1947,1,15,0
922898,4,3,1,1972,3,15,0
922898,4,4,1,1976,2,15,1
922903,1,1,2,1944,4,15,1
922905,2,1,1,1952,1,15,1
922905,2,2,2,1961,1,15,0
922935,2,1,1,1929,1,13,1
922935,2,2,2,1941,1,13,1
922941,2,1,1,1928,1,13,1
922941,2,2,2,1931,1,13,1
922981,3,1,1,1949,1,13,1
922981,3,2,2,1951,1,13,1
922981,3,3,1,1981,2,13,1
922985,4,1,2,1961,3,13,1
922985,4,2,1,1960,3,13,1
922985,4,3,2,1987,2,13,1
922985,4,4,1,2015,2,13,0
922987,2,1,1,1959,1,13,1
922987,2,2,2,1964,1,13,0
922994,1,1,1,1956,4,13,1
922998,3,1,2,1962,1,13,0
922998,3,2,1,1961,1,13,1
922998,3,3,2,1990,2,13,0
922999,3,1,1,1961,1,13,1
922999,3,2,2,1962,1,13,1
922999,3,3,1,1995,2,13,0
923002,2,1,1,1945,2,13,1
923002,2,2,2,1955,3,13,1
923012,1,1,1,1959,2,13,1
923033,1,1,2,1950,3,13,1
923034,3,1,1,1947,1,13,1
923034,3,2,2,1950,1,13,1
923034,3,3,1,1978,2,13,1
923041,2,1,2,1952,3,13,1
923041,2,2,2,1972,2,13,1
923076,2,1,1,1934,1,13,1
923076,2,2,2,1944,1,13,1
923079,2,1,1,1975,1,13,1
923079,2,2,2,1978,1,13,1
923081,1,1,2,1937,4,13,1
923082,2,1,1,1942,1,13,1
923082,2,2,2,1946,1,13,1
923083,4,1,2,1944,4,13,1
923083,4,2,2,1967,4,13,1
923083,4,3,1,1993,2,13,1
923083,4,4,2,1995,2,13,1
923084,3,1,1,1940,1,13,1
923084,3,2,2,1944,1,13,1
923084,3,3,1,1971,2,13,1
923085,2,1,1,1953,1,13,1
923085,2,2,2,1950,1,13,1
923123,1,1,2,1930,4,13,1
923124,1,1,2,1948,4,13,1
923126,4,1,2,1938,4,13,1
923126,4,2,1,1965,2,13,1
923126,4,3,2,1965,2,13,1
923126,4,4,2,2014,2,13,0
923127,3,1,2,1944,4,13,1
923127,3,2,1,1970,2,13,0
923127,3,3,1,1973,2,13,1
923129,1,1,2,1961,2,13,1
923130,1,1,1,1962,2,13,1
923131,1,1,2,1958,2,13,1
923138,1,1,2,1941,4,13,1
923166,3,1,2,1960,1,13,1
923166,3,2,1,1961,1,13,0
923166,3,3,2,1932,4,13,1
923167,4,1,1,1966,1,13,1
923167,4,2,2,1969,1,13,0
923167,4,3,2,1994,2,13,1
923167,4,4,2,2003,2,13,0
923168,1,1,2,1928,4,13,1
923172,2,1,2,1957,1,13,1
923172,2,2,1,1947,1,13,1
923174,4,1,1,1958,1,13,1
923174,4,2,2,1964,1,13,0
923174,4,3,1,1990,2,13,0
923174,4,4,1,1987,2,13,1
923180,1,1,2,1935,4,13,1
923188,2,1,2,1970,1,13,0
923188,2,2,1,1974,1,13,1
923190,1,1,1,1955,4,13,1
923196,1,1,1,1947,4,13,1
923203,2,1,2,1958,3,13,1
923203,2,2,2,1988,2,13,0
923204,1,1,1,1969,3,13,1
923209,1,1,2,1976,2,13,1
923211,2,1,1,1946,1,13,1
923211,2,2,2,1953,1,13,1
923212,1,1,1,1955,2,13,1
923213,1,1,2,1935,2,13,1
923217,2,1,1,1960,2,13,1
923217,2,2,1,1929,4,13,1
923219,1,1,2,1943,2,13,1
923220,1,1,2,1933,4,13,1
923221,1,1,2,1928,4,13,1
923222,2,1,2,1931,4,13,1
923222,2,2,2,1969,2,13,1
923225,1,1,2,1939,4,13,1
923226,2,1,1,1941,1,13,1
923226,2,2,1,1995,2,13,0
923227,2,1,2,1934,4,13,1
923227,2,2,1,1962,3,13,0
923229,2,1,2,1951,3,13,1
923229,2,2,2,1977,2,13,0
923258,2,1,1,1950,1,13,1
923258,2,2,2,1954,1,13,1
923261,1,1,2,1922,4,13,1
923266,2,1,1,1941,1,13,1
923266,2,2,2,1941,1,13,0
923284,1,1,2,1960,3,13,1
923289,1,1,1,1975,2,13,1
923299,1,1,1,1973,2,13,1
923304,2,1,1,1937,1,13,1
923304,2,2,2,1943,1,13,1
923305,7,1,1,1939,1,13,1
923305,7,2,2,1940,1,13,1
923305,7,3,2,1920,4,13,1
923305,7,4,1,1962,1,13,1
923305,7,5,2,1989,2,13,1
923305,7,6,2,1966,1,13,0
923305,7,7,2,1995,2,13,1
923306,1,1,2,1980,1,13,1
923309,2,1,2,1932,1,13,1
923309,2,2,1,1935,1,13,1
923310,1,1,1,1959,3,13,1
923318,1,1,2,1965,3,13,1
923322,3,1,1,1955,1,13,1
923322,3,2,2,1963,1,13,1
923322,3,3,2,1999,2,13,0
923327,4,1,1,1973,1,13,1
923327,4,2,2,1975,1,13,0
923327,4,3,1,2003,2,13,0
923327,4,4,2,2003,2,13,0
923346,2,1,2,1945,3,13,1
923346,2,2,2,1983,2,13,1
923350,3,1,1,1972,3,13,1
923350,3,2,2,1942,4,13,1
923350,3,3,2,1999,2,13,0
923351,2,1,1,1948,1,13,1
923351,2,2,1,1954,1,13,1
923354,3,1,1,1949,1,13,1
923354,3,2,2,1973,1,13,0
923354,3,3,2,2007,2,13,0
923355,1,1,2,1948,4,13,1
923394,2,1,2,1970,1,13,1
923394,2,2,1,1966,1,13,1
923397,2,1,2,1940,1,13,1
923397,2,2,1,1930,1,13,1
923399,2,1,1,1971,3,13,1
923399,2,2,2,1926,4,13,1
923402,2,1,1,1947,1,13,1
923402,2,2,1,1950,1,13,0
923404,2,1,1,1957,1,13,1
923404,2,2,2,1960,1,13,0
923405,3,1,1,1948,1,13,1
923405,3,2,2,1954,1,13,0
923405,3,3,1,1986,2,13,1
923406,3,1,1,1953,1,13,1
923406,3,2,2,1963,1,13,1
923406,3,3,1,1986,2,13,1
923407,2,1,1,1943,1,13,1
923407,2,2,2,1942,1,13,1
923409,4,1,1,1962,1,13,1
923409,4,2,2,1960,1,13,0
923409,4,3,2,1990,2,13,0
923409,4,4,1,2002,2,13,0
923414,3,1,1,1960,1,13,1
923414,3,2,2,1967,1,13,1
923414,3,3,2,1989,2,13,1
923416,4,1,2,1965,1,13,1
923416,4,2,1,1963,1,13,1
923416,4,3,2,1989,2,13,1
923416,4,4,2,1991,2,13,0
923418,1,1,2,1939,4,13,1
923419,4,1,1,1974,1,13,1
923419,4,2,2,1975,1,13,0
923419,4,3,1,2010,2,13,0
923419,4,4,2,2014,2,13,0
923421,3,1,1,1969,1,13,1
923421,3,2,2,1972,1,13,1
923421,3,3,1,2005,2,13,0
923422,4,1,1,1971,3,13,1
923422,4,2,2,1978,3,13,0
923422,4,3,1,2011,2,13,0
923422,4,4,2,1993,2,13,0
923423,5,1,2,1978,1,13,1
923423,5,2,1,1980,1,13,1
923423,5,3,2,2005,2,13,0
923423,5,4,1,2008,2,13,0
923423,5,5,1,2011,2,13,0
923430,1,1,1,1970,3,13,1
923436,1,1,2,1946,4,14,1
923437,1,1,1,1988,2,14,1
923438,3,1,1,1957,1,14,1
923438,3,2,2,1963,1,14,1
923438,3,3,2,1987,2,14,0
